vs,tmmn,FireMask,pdsi,sph,population,tmmx,th,PrevFireMask,pr,erc,elevation,NDVI
2.9242050647735596,282.8617858886719,0.0,2.451223611831665,0.007079952396452427,0.0,298.6319580078125,244.26145935058594,0.0,-0.00043891932000406086,35.113563537597656,1419.0,6783.0
2.9304521083831787,282.8730773925781,0.0,2.4562342166900635,0.007082181517034769,0.0,298.6316833496094,244.1419677734375,0.0,-0.00036960848956368864,35.19107437133789,1401.0,7251.0
2.936427354812622,282.8825378417969,0.0,2.4614546298980713,0.007083712611347437,0.0,298.6325988769531,244.00735473632812,0.0,-0.00030588178196921945,35.26814651489258,1413.0,7702.0
2.9420456886291504,282.8898620605469,0.0,2.4675443172454834,0.007084482349455357,0.0,298.6351013183594,243.85765075683594,0.0,-0.0002461026015225798,35.344356536865234,1399.0,7206.0
2.9472219944000244,282.894775390625,0.0,2.4737508296966553,0.007084427867084742,0.0,298.6396179199219,243.69288635253906,0.0,-0.00018863435252569616,35.41929626464844,1363.0,6743.0
2.951871395111084,282.8970642089844,0.0,2.480112075805664,0.007083486765623093,0.0,298.6466064453125,243.51307678222656,0.0,-0.00013184043928049505,35.49254608154297,1344.0,6743.0
2.9559085369110107,282.8963928222656,0.0,2.487308979034424,0.007081595249474049,0.0,298.6564636230469,243.31826782226562,0.0,-7.40842369850725e-05,35.56369400024414,1318.0,6408.0
2.9592487812042236,282.8925476074219,0.0,2.4960222244262695,0.00707869092002511,0.0,298.66961669921875,243.1084747314453,0.0,-1.3729169950238429e-05,35.632320404052734,1312.0,6178.0
2.962082862854004,282.88525390625,0.0,2.507368803024292,0.007074470166116953,0.0,298.6850280761719,242.88209533691406,0.0,4.555328268907033e-05,35.6986198425293,1298.0,6728.0
2.9649529457092285,282.8746643066406,0.0,2.5224592685699463,0.007068476174026728,0.0,298.6998291015625,242.63597106933594,0.0,9.335436334367841e-05,35.76380920410156,1302.0,6195.0
2.9678308963775635,282.86102294921875,0.0,2.538858652114868,0.007060878910124302,0.0,298.7141418457031,242.37075805664062,0.0,0.00013020950427744538,35.82807159423828,1286.0,6195.0
2.9706671237945557,282.8446044921875,0.0,2.553821086883545,0.007051869295537472,0.0,298.728271484375,242.08726501464844,0.0,0.0001570661988807842,35.891544342041016,1270.0,5752.0
2.97341251373291,282.82568359375,0.0,2.564601182937622,0.007041638717055321,0.0,298.7425537109375,241.78631591796875,0.0,0.00017487195145804435,35.95436096191406,1252.0,5820.0
2.9760172367095947,282.8044738769531,0.0,2.5718741416931152,0.007030377630144358,0.0,298.7572326660156,241.4687042236328,0.0,0.0001845742663135752,36.01666259765625,1236.0,5132.0
2.9784319400787354,282.7813415527344,0.0,2.577512741088867,0.007018277421593666,0.0,298.77264404296875,241.13523864746094,0.0,0.00018712066230364144,36.07858657836914,1229.0,5594.0
2.980607271194458,282.7564697265625,0.0,2.579521417617798,0.007005528546869755,0.0,298.7890319824219,240.7867431640625,0.0,0.00018345864373259246,36.14027404785156,1225.0,6255.0
2.9824938774108887,282.73016357421875,0.0,2.575895309448242,0.006992322858422995,0.0,298.8067321777344,240.42401123046875,0.0,0.0001745357149047777,36.20185470581055,1249.0,6255.0
2.984041929244995,282.7026672363281,0.0,2.5644338130950928,0.006978851277381182,0.0,298.8260192871094,240.04786682128906,0.0,0.00016129936557263136,36.26346969604492,1255.0,6374.0
2.9852023124694824,282.6742858886719,0.0,2.5422871112823486,0.006965304259210825,0.0,298.8471984863281,239.6591033935547,0.0,0.0001446971291443333,36.325260162353516,1282.0,6971.0
2.9859256744384766,282.6452331542969,0.0,2.513028621673584,0.0069518727250397205,0.0,298.87054443359375,239.25852966308594,0.0,0.00012567649537231773,36.38736343383789,1295.0,6752.0
2.984631061553955,282.2049255371094,0.0,0.5396009683609009,0.006749046500772238,0.0,297.3906555175781,238.9983673095703,0.0,-0.005332717671990395,35.11727523803711,1869.0,4829.0
2.9713735580444336,282.21514892578125,0.0,0.5646370053291321,0.006754603702574968,0.0,297.370849609375,239.2574920654297,0.0,-0.00610774802044034,34.943885803222656,1797.0,5283.0
2.9581730365753174,282.2270812988281,0.0,0.5628243088722229,0.006761244498193264,0.0,297.3582458496094,239.52545166015625,0.0,-0.00687413290143013,34.777374267578125,1730.0,5797.0
2.945147752761841,282.2403869628906,0.0,0.5561200380325317,0.006768753286451101,0.0,297.3519592285156,239.79991149902344,0.0,-0.007619923911988735,34.61843490600586,1661.0,7560.0
2.9324162006378174,282.2546691894531,0.0,0.5751509070396423,0.006776914000511169,0.0,297.35113525390625,240.0785369873047,0.0,-0.008333171717822552,34.46775817871094,1596.0,6997.0
2.9200961589813232,282.2695617675781,0.0,0.6505438685417175,0.006785510573536158,0.0,297.3549499511719,240.35897827148438,0.0,-0.009001926518976688,34.3260383605957,1555.0,6997.0
2.908306121826172,282.2846984863281,0.0,0.814795732498169,0.00679432787001133,0.0,297.3624572753906,240.638916015625,0.0,-0.009614238515496254,34.1939697265625,1518.0,6866.0
2.8971643447875977,282.2996826171875,0.0,1.0483300685882568,0.0068031493574380875,0.0,297.37286376953125,240.91600036621094,0.0,-0.010158160701394081,34.07224655151367,1478.0,6549.0
2.886789083480835,282.3141784667969,0.0,1.301061749458313,0.0068117594346404076,0.0,297.38525390625,241.1879119873047,0.0,-0.01062174141407013,33.96155548095703,1458.0,6873.0
2.877298355102539,282.3277893066406,0.0,1.522892951965332,0.006819942034780979,0.0,297.3988037109375,241.45230102539062,0.0,-0.010993033647537231,33.86259841918945,1394.0,6928.0
2.8688104152679443,282.3401184082031,0.0,1.667012333869934,0.006827481556683779,0.0,297.41259765625,241.70681762695312,0.0,-0.011260085739195347,33.77606201171875,1338.0,6928.0
2.861443519592285,282.350830078125,0.0,1.7458380460739136,0.006834161933511496,0.0,297.4258117675781,241.94915771484375,0.0,-0.011410950683057308,33.70264434814453,1314.0,6195.0
2.855090379714966,282.36053466796875,0.0,1.7841836214065552,0.006840415298938751,0.0,297.44134521484375,242.18653869628906,0.0,-0.011439116671681404,33.64389419555664,1294.0,6073.0
2.8493027687072754,282.37115478515625,0.0,1.7986422777175903,0.006847512908279896,0.0,297.46661376953125,242.43768310546875,0.0,-0.011356279253959656,33.60139846801758,1274.0,5808.0
2.844052314758301,282.3826599121094,0.0,1.8058069944381714,0.006855406798422337,0.0,297.50091552734375,242.70095825195312,0.0,-0.011172826401889324,33.57405090332031,1270.0,5094.0
2.8393261432647705,282.39495849609375,0.0,1.8099197149276733,0.006863999180495739,0.0,297.5432434082031,242.9739990234375,0.0,-0.01089889369904995,33.56066131591797,1265.0,5094.0
2.8351125717163086,282.4079895019531,0.0,1.791092872619629,0.006873191334307194,0.0,297.59259033203125,243.25442504882812,0.0,-0.010544616729021072,33.56004333496094,1286.0,6507.0
2.8313989639282227,282.4216003417969,0.0,1.7634249925613403,0.006882885470986366,0.0,297.6479187011719,243.5398712158203,0.0,-0.010120132938027382,33.571006774902344,1298.0,7688.0
2.8281733989715576,282.4356994628906,0.0,1.743393898010254,0.006892983336001635,0.0,297.70831298828125,243.8279571533203,0.0,-0.009635578840970993,33.59236526489258,1286.0,7102.0
2.825423240661621,282.4501953125,0.0,1.7474558353424072,0.006903387140482664,0.0,297.7726745605469,244.11630249023438,0.0,-0.009101089090108871,33.622928619384766,1287.0,7431.0
2.823136806488037,282.4649963378906,0.0,1.7801084518432617,0.006913998629897833,0.0,297.8400573730469,244.4025421142578,0.0,-0.008526801131665707,33.661502838134766,1309.0,7877.0
2.821301221847534,282.47998046875,0.0,1.8309223651885986,0.006924719084054232,0.0,297.9094543457031,244.68429565429688,0.0,-0.007922850549221039,33.7069091796875,1325.0,7877.0
2.8199048042297363,282.49505615234375,0.0,1.8917723894119263,0.006935451179742813,0.0,297.9798278808594,244.9591827392578,0.0,-0.007299373857676983,33.75794982910156,1357.0,7360.0
2.818934917449951,282.5101318359375,0.0,1.9545329809188843,0.006946096196770668,0.0,298.0502014160156,245.22483825683594,0.0,-0.006666507571935654,33.813438415527344,1386.0,7224.0
2.8183794021606445,282.52508544921875,0.0,2.012701988220215,0.006956556346267462,0.0,298.11956787109375,245.47886657714844,0.0,-0.006034387741237879,33.872188568115234,1446.0,7086.0
2.8182263374328613,282.5398254394531,0.0,2.073512077331543,0.006966733373701572,0.0,298.1869201660156,245.71893310546875,0.0,-0.005413150414824486,33.93301010131836,1519.0,6700.0
2.818463087081909,282.5542297363281,0.0,2.1363847255706787,0.006976529490202665,0.0,298.2512512207031,245.94261169433594,0.0,-0.004812931641936302,33.994712829589844,1551.0,6700.0
2.819077730178833,282.5682373046875,0.0,2.1978657245635986,0.006985845975577831,0.0,298.3115539550781,246.14756774902344,0.0,-0.00424386840313673,34.05611038208008,1610.0,7167.0
2.8200576305389404,282.58172607421875,0.0,2.2545008659362793,0.006994585040956736,0.0,298.3668212890625,246.3314208984375,0.0,-0.0037160965148359537,34.11601257324219,1676.0,6594.0
2.8213908672332764,282.5946044921875,0.0,2.306697368621826,0.007002648431807756,0.0,298.41607666015625,246.4917755126953,0.0,-0.0032397520262748003,34.1732292175293,1713.0,6650.0
2.8230652809143066,282.60675048828125,0.0,2.358700752258301,0.007009938359260559,0.0,298.4582824707031,246.6262664794922,0.0,-0.002824971452355385,34.2265739440918,1806.0,7699.0
2.825068235397339,282.6180725097656,0.0,2.4058103561401367,0.007016356103122234,0.0,298.4924621582031,246.73252868652344,0.0,-0.0024818910751491785,34.27485656738281,1776.0,7699.0
2.8276028633117676,282.6289978027344,0.0,2.443005323410034,0.007022108417004347,0.0,298.51873779296875,246.81307983398438,0.0,-0.00220229453407228,34.31964874267578,1660.0,8022.0
2.831085443496704,282.6405334472656,0.0,2.465203046798706,0.007027791813015938,0.0,298.53936767578125,246.87762451171875,0.0,-0.001949745463207364,34.36640167236328,1545.0,8305.0
2.8354365825653076,282.6525573730469,0.0,2.466688394546509,0.007033381145447493,0.0,298.5549621582031,246.92660522460938,0.0,-0.00172132789157331,34.41519546508789,1488.0,7707.0
2.840559482574463,282.6649475097656,0.0,2.4528658390045166,0.007038825657218695,0.0,298.56597900390625,246.96005249023438,0.0,-0.001515476149506867,34.465904235839844,1443.0,7355.0
2.8463573455810547,282.677490234375,0.0,2.4331934452056885,0.007044076453894377,0.0,298.5729675292969,246.97805786132812,0.0,-0.001330624450929463,34.518394470214844,1408.0,7355.0
2.8527331352233887,282.6900939941406,0.0,2.417128562927246,0.007049083709716797,0.0,298.5764465332031,246.9806365966797,0.0,-0.0011652071261778474,34.572540283203125,1406.0,6175.0
2.8595902919769287,282.7025451660156,0.0,2.4123573303222656,0.007053797598928213,0.0,298.576904296875,246.96786499023438,0.0,-0.0010176581563428044,34.62821578979492,1406.0,5426.0
2.8668317794799805,282.7146911621094,0.0,2.4136769771575928,0.0070581682957708836,0.0,298.5748291015625,246.9398193359375,0.0,-0.0008864119881764054,34.6852912902832,1413.0,6187.0
2.8743607997894287,282.7264099121094,0.0,2.418205976486206,0.007062146905809641,0.0,298.5707702636719,246.8965301513672,0.0,-0.0007699027773924172,34.74363708496094,1418.0,5928.0
2.882080554962158,282.737548828125,0.0,2.4243321418762207,0.0070656826719641685,0.0,298.5652160644531,246.8380584716797,0.0,-0.0006665647961199284,34.80312728881836,1410.0,5928.0
2.8898942470550537,282.7478942871094,0.0,2.43044376373291,0.007068726699799299,0.0,298.5586853027344,246.76446533203125,0.0,-0.0005748322582803667,34.86363220214844,1407.0,5927.0
2.897704839706421,282.7573547363281,0.0,2.4360759258270264,0.007071229163557291,0.0,298.5516662597656,246.67581176757812,0.0,-0.0004931394360028207,34.925025939941406,1416.0,6612.0
2.9054155349731445,282.7657165527344,0.0,2.442392349243164,0.007073140237480402,0.0,298.544677734375,246.57215881347656,0.0,-0.00041992057231254876,34.98717498779297,1426.0,6685.0
2.9129292964935303,282.7728576660156,0.0,2.449328899383545,0.0070744105614721775,0.0,298.5382080078125,246.4535369873047,0.0,-0.00035360988113097847,35.049957275390625,1424.0,6953.0
2.920149803161621,282.7785949707031,0.0,2.456799268722534,0.007074989844113588,0.0,298.5328063964844,246.32003784179688,0.0,-0.00029264160548336804,35.113243103027344,1390.0,6809.0
2.9269797801971436,282.7828063964844,0.0,2.4646804332733154,0.007074829190969467,0.0,298.5289611816406,246.1717071533203,0.0,-0.00023544997384306043,35.176902770996094,1370.0,6809.0
2.9333226680755615,282.78533935546875,0.0,2.472233533859253,0.007073878310620785,0.0,298.52716064453125,246.00857543945312,0.0,-0.0001804692583391443,35.240806579589844,1374.0,7432.0
2.9390811920166016,282.7859802246094,0.0,2.4799695014953613,0.007072088308632374,0.0,298.5279541015625,245.8307342529297,0.0,-0.00012613367289304733,35.30482864379883,1342.0,6226.0
2.9441587924957275,282.78460693359375,0.0,2.488924503326416,0.007069408427923918,0.0,298.53179931640625,245.6382293701172,0.0,-7.087748235790059e-05,35.36884307861328,1323.0,7165.0
2.948458671569824,282.78106689453125,0.0,2.5001344680786133,0.007065790239721537,0.0,298.5392761230469,245.43112182617188,0.0,-1.3134898836142384e-05,35.432716369628906,1329.0,7431.0
2.9522104263305664,282.7752380371094,0.0,2.515319585800171,0.007060889154672623,0.0,298.548828125,245.2090606689453,0.0,4.3581494537647814e-05,35.49653625488281,1325.0,7431.0
2.9560537338256836,282.76727294921875,0.0,2.5362210273742676,0.007054142188280821,0.0,298.55657958984375,244.97125244140625,0.0,8.931349293561652e-05,35.56071472167969,1310.0,6227.0
2.959951639175415,282.75726318359375,0.0,2.5590577125549316,0.007045729551464319,0.0,298.5628662109375,244.71783447265625,0.0,0.0001245733437826857,35.625301361083984,1298.0,5709.0
2.9638419151306152,282.745361328125,0.0,2.579564332962036,0.007035854272544384,0.0,298.56817626953125,244.4489288330078,0.0,0.000150267529534176,35.690330505371094,1285.0,6122.0
2.9676618576049805,282.73175048828125,0.0,2.593475103378296,0.007024721708148718,0.0,298.5729064941406,244.16470336914062,0.0,0.0001673025544732809,35.75582504272461,1267.0,5562.0
2.9713492393493652,282.716552734375,0.0,2.600553035736084,0.007012535352259874,0.0,298.5776062011719,243.8652801513672,0.0,0.00017658491560723633,35.82182312011719,1253.0,5562.0
2.974841833114624,282.69989013671875,0.0,2.603616952896118,0.0069994996301829815,0.0,298.5826721191406,243.55081176757812,0.0,0.0001790210953913629,35.88835144042969,1244.0,5243.0
2.978076934814453,282.68194580078125,0.0,2.6018800735473633,0.006985818967223167,0.0,298.588623046875,243.221435546875,0.0,0.0001755175762809813,35.9554443359375,1246.0,6398.0
2.980992555618286,282.662841796875,0.0,2.5945448875427246,0.00697169778868556,0.0,298.595947265625,242.87730407714844,0.0,0.00016698088438715786,36.02313232421875,1263.0,5997.0
2.9835257530212402,282.6427307128906,0.0,2.5804193019866943,0.006957339588552713,0.0,298.60504150390625,242.51856994628906,0.0,0.00015431747306138277,36.09144592285156,1276.0,6590.0
2.985614538192749,282.6217346191406,0.0,2.554995536804199,0.006942949257791042,0.0,298.616455078125,242.14535522460938,0.0,0.00013843386841472238,36.16041946411133,1300.0,6590.0
2.987196445465088,282.60003662109375,0.0,2.5223233699798584,0.006928731221705675,0.0,298.6305847167969,241.7578125,0.0,0.00012023654562653974,36.23007583618164,1311.0,7031.0
2.966825246810913,282.03717041015625,0.0,1.079768419265747,0.006712827831506729,0.0,297.05810546875,241.22256469726562,0.0,-0.0048545245081186295,34.85285186767578,1868.0,5771.0
2.952637195587158,282.0526428222656,0.0,1.118367075920105,0.006719931960105896,0.0,297.0473937988281,241.47872924804688,0.0,-0.005560056772083044,34.68352508544922,1792.0,5483.0
2.938516139984131,282.0700378417969,0.0,1.1498303413391113,0.0067282081581652164,0.0,297.04473876953125,241.74305725097656,0.0,-0.0062577188946306705,34.52186965942383,1728.0,5483.0
2.9245872497558594,282.0889587402344,0.0,1.177737832069397,0.0067374128848314285,0.0,297.0490417480469,242.01345825195312,0.0,-0.0069366334937512875,34.36845779418945,1671.0,6916.0
2.9109749794006348,282.1089172363281,0.0,1.2141910791397095,0.006747303064912558,0.0,297.0592346191406,242.28778076171875,0.0,-0.007585923187434673,34.2238655090332,1613.0,6997.0
2.897804021835327,282.12945556640625,0.0,1.271291971206665,0.006757635623216629,0.0,297.0742492675781,242.56390380859375,0.0,-0.008194709196686745,34.08866882324219,1559.0,6621.0
2.885199546813965,282.150146484375,0.0,1.3616219758987427,0.006768167018890381,0.0,297.093017578125,242.8397216796875,0.0,-0.008752115070819855,33.96343994140625,1515.0,6951.0
2.873286008834839,282.1705017089844,0.0,1.4774470329284668,0.006778653711080551,0.0,297.114501953125,243.11309814453125,0.0,-0.00924726203083992,33.848758697509766,1496.0,7033.0
2.8621878623962402,282.19012451171875,0.0,1.5994256734848022,0.006788852158933878,0.0,297.1376037597656,243.3819122314453,0.0,-0.009669274091720581,33.74519348144531,1545.0,7033.0
2.8520305156707764,282.20849609375,0.0,1.7082120180130005,0.006798519752919674,0.0,297.1612548828125,243.64405822753906,0.0,-0.010007270611822605,33.65332794189453,1432.0,6793.0
2.842938184738159,282.2252197265625,0.0,1.7858811616897583,0.00680741248652339,0.0,297.1844177246094,243.89739990234375,0.0,-0.010250376537442207,33.57373046875,1346.0,6259.0
2.835036039352417,282.23980712890625,0.0,1.8386396169662476,0.006815287750214338,0.0,297.20599365234375,244.1398162841797,0.0,-0.010387713089585304,33.506980895996094,1312.0,6409.0
2.8282012939453125,282.2530212402344,0.0,1.8749126195907593,0.0068226284347474575,0.0,297.2293701171875,244.37831115722656,0.0,-0.010413353331387043,33.455162048339844,1301.0,6805.0
2.8219451904296875,282.2673034667969,0.0,1.899200677871704,0.006830863654613495,0.0,297.2632141113281,244.6307830810547,0.0,-0.010337944142520428,33.42112731933594,1299.0,6805.0
2.8162403106689453,282.28253173828125,0.0,1.9160044193267822,0.006839940324425697,0.0,297.3067321777344,244.89553833007812,0.0,-0.010170942172408104,33.40361404418945,1326.0,7273.0
2.8110787868499756,282.29864501953125,0.0,1.9235206842422485,0.0068497490137815475,0.0,297.3587951660156,245.1702117919922,0.0,-0.009921573102474213,33.4012336730957,1349.0,7537.0
2.8064517974853516,282.3154602050781,0.0,1.9121001958847046,0.006860180292278528,0.0,297.4183349609375,245.452392578125,0.0,-0.009599064476788044,33.4125862121582,1346.0,6796.0
2.802351236343384,282.3328552246094,0.0,1.894160509109497,0.006871125660836697,0.0,297.4842224121094,245.73971557617188,0.0,-0.009212645702064037,33.436279296875,1346.0,7404.0
2.7987682819366455,282.3507385253906,0.0,1.8834787607192993,0.006882475223392248,0.0,297.5553283691406,246.02980041503906,0.0,-0.008771541528403759,33.47092056274414,1333.0,7404.0
2.7956948280334473,282.3689270019531,0.0,1.8938162326812744,0.006894120015203953,0.0,297.63055419921875,246.3202362060547,0.0,-0.008284980431199074,33.515113830566406,1342.0,7386.0
2.7931225299835205,282.3873291015625,0.0,1.929600715637207,0.006905950605869293,0.0,297.7087707519531,246.608642578125,0.0,-0.0077621894888579845,33.56747055053711,1353.0,7646.0
2.7910425662994385,282.40576171875,0.0,1.981938362121582,0.006917858030647039,0.0,297.7888488769531,246.89263916015625,0.0,-0.007212396245449781,33.6265869140625,1370.0,7212.0
2.7894468307495117,282.4241638183594,0.0,2.043022871017456,0.006929733324795961,0.0,297.8697204589844,247.16986083984375,0.0,-0.006644827779382467,33.69107437133789,1391.0,7070.0
2.7883269786834717,282.44232177734375,0.0,2.1050477027893066,0.0069414665922522545,0.0,297.95025634765625,247.43788146972656,0.0,-0.006068711634725332,33.75954055786133,1400.0,7070.0
2.7876741886138916,282.4601745605469,0.0,2.161924123764038,0.006952949333935976,0.0,298.029296875,247.69435119628906,0.0,-0.005493274889886379,33.830589294433594,1481.0,7181.0
