elevation,sph,PrevFireMask,population,NDVI,th,vs,pr,erc,tmmn,tmmx,FireMask,pdsi
667.0,0.006198232062160969,0.0,0.16718712449073792,2203.0,319.6675109863281,4.61088228225708,-0.0185832642018795,75.51504516601562,289.8073425292969,304.9026794433594,0.0,-3.481715202331543
649.0,0.006215220782905817,0.0,0.16718712449073792,2136.0,319.275146484375,4.601181983947754,-0.014870512299239635,75.56558990478516,289.8226013183594,305.0299072265625,0.0,-3.4970240592956543
678.0,0.006230154074728489,0.0,0.16718712449073792,2136.0,318.82965087890625,4.590432167053223,-0.011232690885663033,75.62022399902344,289.83453369140625,305.15087890625,0.0,-3.5060019493103027
707.0,0.006242644507437944,0.0,0.11375412344932556,1989.0,318.32757568359375,4.5786848068237305,-0.007837199606001377,75.68148040771484,289.8428039550781,305.26416015625,0.0,-3.5113158226013184
745.0,0.0062523046508431435,0.0,0.022107908502221107,2076.0,317.76544189453125,4.565991401672363,-0.004851434379816055,75.75188446044922,289.8470153808594,305.3683166503906,0.0,-3.518745183944702
784.0,0.006258746609091759,0.0,0.0,2076.0,317.13983154296875,4.552404880523682,-0.0024427941534668207,75.833984375,289.8468322753906,305.4619140625,0.0,-3.525952100753784
820.0,0.0062615820206701756,0.0,0.0,2254.0,316.4472351074219,4.53797721862793,-0.0007786765927448869,75.93031311035156,289.8419189453125,305.54351806640625,0.0,-3.5305991172790527
860.0,0.006260423921048641,0.0,0.0,2540.0,315.6842041015625,4.522759437561035,-2.6480020096641965e-05,76.04339599609375,289.8318786621094,305.6116943359375,0.0,-3.5306591987609863
899.0,0.006254731211811304,0.0,0.0,2671.0,314.8402099609375,4.506250381469727,0.0,76.16934967041016,289.8130798339844,305.66387939453125,0.0,-3.5271894931793213
894.0,0.006244245916604996,0.0,0.0,2671.0,313.9020080566406,4.487376689910889,0.0,76.29548645019531,289.7791748046875,305.6980285644531,0.0,-3.521069288253784
810.0,0.006229447666555643,0.0,0.0,2631.0,312.87628173828125,4.466320514678955,0.0,76.42188262939453,289.73199462890625,305.7161865234375,0.0,-3.51282000541687
760.0,0.006210833787918091,0.0,0.0,2464.0,311.7703857421875,4.4433088302612305,0.0,76.54907989501953,289.673583984375,305.7204284667969,0.0,-3.502963066101074
706.0,0.006188902072608471,0.0,0.3059576749801636,3754.0,310.5917053222656,4.4185686111450195,0.0,76.6776351928711,289.60601806640625,305.7129211425781,0.0,-3.4894237518310547
670.0,0.006164149846881628,0.0,0.8145437240600586,3754.0,309.34759521484375,4.392327308654785,0.0,76.80809020996094,289.5314025878906,305.6957702636719,0.0,-3.4701223373413086
640.0,0.006137075833976269,0.0,6.6317644119262695,7820.0,308.0453796386719,4.36481237411499,0.0,76.94100952148438,289.4517822265625,305.6711120605469,0.0,-3.450456142425537
615.0,0.0061081768944859505,0.0,9.307867050170898,7096.0,306.69244384765625,4.336250305175781,0.0,77.07694244384766,289.36920166015625,305.64105224609375,0.0,-3.4360172748565674
614.0,0.006077950820326805,0.0,7.159426689147949,6697.0,305.296142578125,4.306868553161621,0.0,77.21643829345703,289.2857971191406,305.6077880859375,0.0,-3.432297468185425
627.0,0.006046895869076252,0.0,6.2511210441589355,6697.0,303.86383056640625,4.276894569396973,0.0,77.36005401611328,289.2035827636719,305.5733642578125,0.0,-3.438589572906494
643.0,0.006015509832650423,0.0,1.1617076396942139,5256.0,302.4028625488281,4.246555328369141,0.0,77.50833129882812,289.1246643066406,305.5399475097656,0.0,-3.45208477973938
669.0,0.005984289571642876,0.0,0.0,2250.0,300.9206237792969,4.21607780456543,0.0,77.66183471679688,289.0511169433594,305.5096740722656,0.0,-3.4718821048736572
703.0,0.0059537338092923164,0.0,0.0,2159.0,299.4244384765625,4.1856889724731445,0.0,77.82110595703125,288.9850158691406,305.4846496582031,0.0,-3.4970812797546387
754.0,0.00592433987185359,0.0,0.0,2159.0,297.92169189453125,4.155616283416748,0.0,77.98670196533203,288.92840576171875,305.467041015625,0.0,-3.529378890991211
788.0,0.005896605551242828,0.0,0.0,2184.0,296.4197082519531,4.126087188720703,0.0,78.15917205810547,288.88336181640625,305.45892333984375,0.0,-3.5774948596954346
839.0,0.0058710286393761635,0.0,0.0,2171.0,294.9259033203125,4.097328186035156,0.0,78.33907318115234,288.85198974609375,305.46246337890625,0.0,-3.631354570388794
882.0,0.00584810646250844,0.0,0.0,2145.0,293.44757080078125,4.0695672035217285,0.0,78.52694702148438,288.83636474609375,305.4797668457031,0.0,-3.678297519683838
911.0,0.0058283377438783646,0.0,0.0,2145.0,291.9920959472656,4.043030738830566,0.0,78.72335815429688,288.8385009765625,305.5129699707031,0.0,-3.7056634426116943
947.0,0.0058122193440794945,0.0,0.0,2350.0,290.5668640136719,4.017946243286133,0.0,78.9288558959961,288.86053466796875,305.5641784667969,0.0,-3.707871198654175
975.0,0.005800249055027962,0.0,0.0,2445.0,289.1791687011719,3.9945406913757324,0.0,79.14398956298828,288.9045104980469,305.6355895996094,0.0,-3.693108320236206
1005.0,0.00579232070595026,0.0,0.0,2445.0,287.8005065917969,3.972477912902832,0.0,79.37373352050781,288.9738464355469,305.72900390625,0.0,-3.665666341781616
1006.0,0.005787217523902655,0.0,0.0,2374.0,286.3606872558594,3.9506475925445557,0.0,79.6265640258789,289.0708312988281,305.84375,0.0,-3.629755973815918
970.0,0.005784668494015932,0.0,0.0,2083.0,284.86737060546875,3.9290497303009033,0.0,79.9000015258789,289.1927185058594,305.9776916503906,0.0,-3.5888683795928955
906.0,0.005784444976598024,0.0,0.0,1953.0,283.3309631347656,3.907727003097534,0.0,80.1911849975586,289.3365783691406,306.1286315917969,0.0,-3.5329508781433105
817.0,0.005786318797618151,0.0,0.0,1953.0,281.76190185546875,3.8867223262786865,0.0,80.49725341796875,289.4995422363281,306.2944030761719,0.0,-3.46604061126709
901.0,0.005983077920973301,0.0,0.0,2517.0,316.8789367675781,4.170158863067627,0.3887057900428772,67.27312469482422,288.8997802734375,302.66876220703125,0.0,-5.047441482543945
993.0,0.0059810420498251915,0.0,0.0,2517.0,317.1876220703125,4.192144870758057,0.37081587314605713,67.59724426269531,288.9462890625,302.6914978027344,0.0,-5.051045894622803
1038.0,0.00597939919680357,0.0,0.0,2547.0,317.48834228515625,4.215480804443359,0.35101550817489624,67.94332122802734,288.9917907714844,302.71392822265625,0.0,-5.050802707672119
1076.0,0.005978167988359928,0.0,0.0032694346737116575,2546.0,317.77960205078125,4.239912509918213,0.3295840322971344,68.30809020996094,289.0362548828125,302.7364196777344,0.0,-5.049010276794434
1098.0,0.005977365653961897,0.0,0.09124627709388733,2579.0,318.0599365234375,4.265186309814453,0.3068007826805115,68.68828582763672,289.0796813964844,302.7594299316406,0.0,-5.04537296295166
1122.0,0.005977011285722256,0.0,0.36283326148986816,2579.0,318.327880859375,4.291049003601074,0.2829451858997345,69.08063507080078,289.1220703125,302.78326416015625,0.0,-5.0395965576171875
1119.0,0.005977122578769922,0.0,0.6186848282814026,3107.0,318.5819396972656,4.31724739074707,0.25829651951789856,69.48188018798828,289.1633605957031,302.8083801269531,0.0,-5.048041820526123
1096.0,0.005977717228233814,0.0,0.8996685743331909,3002.0,318.8206787109375,4.343527793884277,0.2331341952085495,69.88875579833984,289.2035827636719,302.8351135253906,0.0,-5.074773788452148
1038.0,0.005978814326226711,0.0,0.8996685147285461,3243.0,319.0425720214844,4.369636058807373,0.207737535238266,70.2979965209961,289.24273681640625,302.8639221191406,0.0,-5.087906837463379
1019.0,0.0059804306365549564,0.0,0.8996685743331909,3243.0,319.24615478515625,4.39531946182251,0.18238592147827148,70.70632934570312,289.28076171875,302.8951416015625,0.0,-5.055334568023682
970.0,0.005982585716992617,0.0,0.8996684551239014,2971.0,319.42999267578125,4.420323848724365,0.15735869109630585,71.11050415039062,289.3176574707031,302.92919921875,0.0,-4.942660808563232
928.0,0.005985296331346035,0.0,0.01608727127313614,2767.0,319.5925598144531,4.444396495819092,0.13293519616127014,71.50724029541016,289.3533935546875,302.9664611816406,0.0,-4.703598976135254
867.0,0.005988581571727991,0.0,0.0,2767.0,319.7324523925781,4.467283248901367,0.10939481109380722,71.89328002929688,289.38800048828125,303.00732421875,0.0,-4.390835285186768
860.0,0.005992459133267403,0.0,0.0,2724.0,319.8481140136719,4.4887309074401855,0.08701687306165695,72.26536560058594,289.42144775390625,303.05218505859375,0.0,-4.083941459655762
810.0,0.005996947642415762,0.0,0.0,2763.0,319.9381103515625,4.508485794067383,0.06608075648546219,72.6202163696289,289.45367431640625,303.1014404296875,0.0,-3.862490177154541
759.0,0.006002064328640699,0.0,0.0,3157.0,320.0010070800781,4.526294231414795,0.0468657985329628,72.95458221435547,289.4847412109375,303.15545654296875,0.0,-3.7958226203918457
698.0,0.006007827818393707,0.0,0.0,3157.0,320.0352478027344,4.541903018951416,0.02965136431157589,73.26519012451172,289.5145568847656,303.21466064453125,0.0,-3.861246109008789
664.0,0.006014255806803703,0.0,0.0,3622.0,320.0394287109375,4.55505895614624,0.014716808684170246,73.54877471923828,289.5431823730469,303.2794494628906,0.0,-3.9924685955047607
654.0,0.006021367385983467,0.0,0.0,2767.0,320.0120544433594,4.565507888793945,0.0023414872121065855,73.80207061767578,289.5705261230469,303.35015869140625,0.0,-4.123396396636963
678.0,0.006029865238815546,0.0,0.0,2368.0,319.9627990722656,4.573442459106445,-0.007481340318918228,74.024169921875,289.59722900390625,303.42913818359375,0.0,-4.187935829162598
709.0,0.006041072774678469,0.0,0.0,2368.0,319.9134826660156,4.579749584197998,-0.015331843867897987,74.21996307373047,289.6244201660156,303.5201110839844,0.0,-4.169772624969482
718.0,0.006054675206542015,0.0,0.0,2368.0,319.86083984375,4.584506988525391,-0.02138466387987137,74.39189910888672,289.6518249511719,303.621826171875,0.0,-4.110352039337158
723.0,0.0060703023336827755,0.0,0.0,2469.0,319.8007507324219,4.587761402130127,-0.025795411318540573,74.54230499267578,289.67919921875,303.73284912109375,0.0,-4.028545379638672
739.0,0.006087583489716053,0.0,0.0,2417.0,319.7290344238281,4.589558124542236,-0.028719699010252953,74.67351531982422,289.70623779296875,303.8517761230469,0.0,-3.9432218074798584
722.0,0.006106147542595863,0.0,0.0,2417.0,319.6416015625,4.589942455291748,-0.03031313791871071,74.787841796875,289.7326354980469,303.9771728515625,0.0,-3.8705289363861084
678.0,0.006125624757260084,0.0,0.0,2660.0,319.5342712402344,4.588960647583008,-0.030731340870261192,74.88760375976562,289.7581481933594,304.107666015625,0.0,-3.7944843769073486
453.0,0.006145643536001444,0.0,0.02590441331267357,2684.0,319.4029846191406,4.586658477783203,-0.030129916965961456,74.97513580322266,289.7824401855469,304.2417907714844,0.0,-3.715186834335327
467.0,0.006165833678096533,0.0,0.01957639679312706,2740.0,319.2435302734375,4.583081245422363,-0.02866447903215885,75.0527572631836,289.8052673339844,304.3782043457031,0.0,-3.641078472137451
534.0,0.006185824517160654,0.0,0.02208206057548523,2740.0,319.0517883300781,4.578275680541992,-0.02649063803255558,75.12279510498047,289.8263244628906,304.5154113769531,0.0,-3.580601453781128
709.0,0.006205245386809111,0.0,0.16326938569545746,2505.0,318.82366943359375,4.572286128997803,-0.023764006793498993,75.18756103515625,289.8453369140625,304.65203857421875,0.0,-3.5403225421905518
707.0,0.006223725154995918,0.0,0.16718712449073792,2310.0,318.5549621582031,4.565159320831299,-0.020640194416046143,75.2493896484375,289.8619689941406,304.78668212890625,0.0,-3.516486167907715
723.0,0.00624089315533638,0.0,0.16718712449073792,2310.0,318.2416076660156,4.556941032409668,-0.01727481372654438,75.31059265136719,289.8760070800781,304.9179382324219,0.0,-3.5030672550201416
734.0,0.0062563796527683735,0.0,0.16718712449073792,1931.0,317.8794250488281,4.5476765632629395,-0.013823478482663631,75.3735122680664,289.8871154785156,305.0443420410156,0.0,-3.494142770767212
755.0,0.006269813049584627,0.0,0.1619867980480194,1860.0,317.46429443359375,4.537412166595459,-0.010441796854138374,75.4404525756836,289.89501953125,305.1645202636719,0.0,-3.4838223457336426
802.0,0.006280822679400444,0.0,0.008045862428843975,2332.0,316.9920654296875,4.526192665100098,-0.00728538166731596,75.51374053955078,289.8994140625,305.27703857421875,0.0,-3.473257303237915
901.0,0.0062890383414924145,0.0,0.0,2332.0,316.4586181640625,4.514064788818359,-0.004509844351559877,75.595703125,289.9000549316406,305.3804931640625,0.0,-3.465379476547241
910.0,0.0062940893694758415,0.0,0.0,2793.0,315.85980224609375,4.501073837280273,-0.002270796801894903,75.68866729736328,289.8966064453125,305.4734802246094,0.0,-3.45928692817688
894.0,0.006295604631304741,0.0,0.0,2782.0,315.1914978027344,4.4872660636901855,-0.0007238499820232391,75.79495239257812,289.8888244628906,305.5545654296875,0.0,-3.4540772438049316
844.0,0.006293213460594416,0.0,0.0,2751.0,314.4495544433594,4.472686290740967,-2.461555959598627e-05,75.91688537597656,289.8763732910156,305.6223449707031,0.0,-3.4490485191345215
788.0,0.00628633750602603,0.0,0.0,2751.0,313.6239318847656,4.456862449645996,0.0,76.05093383789062,289.8555908203125,305.6742248535156,0.0,-3.445023775100708
738.0,0.006274612154811621,0.0,0.0,2742.0,312.7036437988281,4.438788890838623,0.0,76.18557739257812,289.8198547363281,305.7080383300781,0.0,-3.441910982131958
695.0,0.006258521229028702,0.0,0.28463882207870483,3978.0,311.6956481933594,4.418638706207275,0.0,76.32086181640625,289.7709655761719,305.725830078125,0.0,-3.439316511154175
660.0,0.006238572299480438,0.0,1.539676547050476,6912.0,310.607421875,4.3966288566589355,0.0,76.45726776123047,289.7109375,305.729736328125,0.0,-3.4368481636047363
632.0,0.006215272005647421,0.0,4.033006191253662,6912.0,309.4464416503906,4.3729753494262695,0.0,76.59526824951172,289.64190673828125,305.72186279296875,0.0,-3.4329073429107666
608.0,0.00618912884965539,0.0,3.667165517807007,8005.0,308.22021484375,4.347893238067627,0.0,76.73534393310547,289.5658874511719,305.7043762207031,0.0,-3.426722526550293
592.0,0.0061606490053236485,0.0,18.69887924194336,7117.0,306.9362487792969,4.32159948348999,0.0,76.87799072265625,289.4849548339844,305.67938232421875,0.0,-3.421689987182617
605.0,0.006130340043455362,0.0,13.833152770996094,6751.0,305.60205078125,4.294309139251709,0.0,77.02367401123047,289.4012145996094,305.6490173339844,0.0,-3.421306848526001
627.0,0.006098710000514984,0.0,6.399640083312988,6751.0,304.22509765625,4.266239166259766,0.0,77.17288208007812,289.316650390625,305.6154479980469,0.0,-3.42907452583313
647.0,0.006066265515983105,0.0,0.3711373805999756,4005.0,302.8128967285156,4.237605094909668,0.0,77.32610321044922,289.2334289550781,305.5807800292969,0.0,-3.4470527172088623
667.0,0.006033513695001602,0.0,0.0,2233.0,301.3729553222656,4.20862340927124,0.0,77.48380279541016,289.1535339355469,305.5471496582031,0.0,-3.4722416400909424
696.0,0.006000962574034929,0.0,0.0,2233.0,299.9127197265625,4.179509162902832,0.0,77.64647674560547,289.07904052734375,305.5166931152344,0.0,-3.5006215572357178
743.0,0.005969118792563677,0.0,0.0,2115.0,298.43975830078125,4.150479316711426,0.0,77.8145980834961,289.0120849609375,305.4915466308594,0.0,-3.5281732082366943
807.0,0.00593848992139101,0.0,0.0,2017.0,296.9615173339844,4.121748924255371,0.0,77.9886474609375,288.95465087890625,305.473876953125,0.0,-3.553251028060913
838.0,0.005909583531320095,0.0,0.0,2123.0,295.4855041503906,4.09353494644165,0.0,78.16911315917969,288.9088439941406,305.4657897949219,0.0,-3.583418369293213
861.0,0.005882906727492809,0.0,0.0,2123.0,294.0191955566406,4.0660529136657715,0.0,78.3564682006836,288.876708984375,305.4693908691406,0.0,-3.613206148147583
885.0,0.005858966615051031,0.0,0.0,2132.0,292.57012939453125,4.0395188331604,0.0,78.55120086669922,288.8603210449219,305.48687744140625,0.0,-3.6350536346435547
893.0,0.005838270764797926,0.0,0.0,2051.0,291.14581298828125,4.014148712158203,0.0,78.75379180908203,288.8617858886719,305.52032470703125,0.0,-3.6414005756378174
905.0,0.005821326747536659,0.0,0.0,2111.0,289.7536926269531,3.9901585578918457,0.0,78.96471405029297,288.8830871582031,305.5718994140625,0.0,-3.6261115074157715
890.0,0.005808641202747822,0.0,0.0,2111.0,288.4012756347656,3.967764377593994,0.0,79.18445587158203,288.9263610839844,305.64373779296875,0.0,-3.5931665897369385
852.0,0.005800118204206228,0.0,0.0,2079.0,287.0611572265625,3.946641683578491,0.0,79.41806030273438,288.99505615234375,305.73779296875,0.0,-3.5507800579071045
804.0,0.005794541444629431,0.0,0.0,2071.0,285.6652526855469,3.925724983215332,0.0,79.67426300048828,289.0916748046875,305.853515625,0.0,-3.5071771144866943
804.0,0.005791630130261183,0.0,0.0,1924.0,284.2205505371094,3.9050166606903076,0.0,79.95060729980469,289.2134094238281,305.9886779785156,0.0,-3.469954013824463
759.0,0.005791144445538521,0.0,0.0,1924.0,282.73681640625,3.8845596313476562,0.0,80.24423217773438,289.3573303222656,306.1410827636719,0.0,-3.432377338409424
721.0,0.005792845040559769,0.0,0.0,1976.0,281.2237548828125,3.8643972873687744,0.0,80.55228424072266,289.5204772949219,306.3085021972656,0.0,-3.3938257694244385
1002.0,0.006017184350639582,0.0,0.4887229800224304,2801.0,316.91632080078125,4.147231578826904,0.3568916916847229,67.42916870117188,288.9216613769531,302.6763916015625,0.0,-4.838803768157959
1110.0,0.0060165696777403355,0.0,0.5303837060928345,3199.0,317.1375732421875,4.167093276977539,0.3404659926891327,67.7334213256836,288.9739685058594,302.7025146484375,0.0,-4.874086380004883
1123.0,0.006016462575644255,0.0,0.5614635944366455,2843.0,317.344970703125,4.188269138336182,0.3222862184047699,68.05699157714844,289.0254211425781,302.72802734375,0.0,-4.914902687072754
1115.0,0.006016857922077179,0.0,0.690019965171814,2843.0,317.5380554199219,4.210518836975098,0.30260881781578064,68.39700317382812,289.0759582519531,302.7532958984375,0.0,-4.955226898193359
1071.0,0.006017750594764948,0.0,0.8996685147285461,2810.0,317.7164001464844,4.233601093292236,0.2816902995109558,68.75059509277344,289.1255187988281,302.77874755859375,0.0,-4.982797145843506
1012.0,0.006019135937094688,0.0,0.8996686339378357,2717.0,317.87957763671875,4.2572760581970215,0.2597871720790863,69.11490631103516,289.1740417480469,302.8047790527344,0.0,-4.985350608825684
965.0,0.00602100882679224,0.0,0.8996685147285461,3176.0,318.0271911621094,4.281301975250244,0.23715592920780182,69.48705291748047,289.221435546875,302.83184814453125,0.0,-4.961058139801025
931.0,0.00602336460724473,0.0,0.8996685147285461,3176.0,318.1587829589844,4.30543851852417,0.21405304968357086,69.86418914794922,289.2676696777344,302.8603210449219,0.0,-4.918593883514404
910.0,0.00602619769051671,0.0,0.8996685147285461,3539.0,318.2739562988281,4.329444885253906,0.19073501229286194,70.2434310913086,289.3126220703125,302.890625,0.0,-4.855891704559326
900.0,0.006029503885656595,0.0,0.8996686935424805,3656.0,318.37225341796875,4.3530802726745605,0.16745832562446594,70.6219253540039,289.35626220703125,302.92315673828125,0.0,-4.770790100097656
870.0,0.006033277604728937,0.0,0.8996685147285461,2957.0,318.4532775878906,4.37610387802124,0.14447946846485138,70.99679565429688,289.3985290527344,302.9583435058594,0.0,-4.658917427062988
842.0,0.006037514191120863,0.0,0.018054548650979996,2957.0,318.5165710449219,4.398275375366211,0.12205495685338974,71.36517333984375,289.4393310546875,302.99658203125,0.0,-4.487997055053711
808.0,0.0060422089882195,0.0,0.0,3285.0,318.56170654296875,4.419353008270264,0.10044125467538834,71.72419738769531,289.4786071777344,303.03826904296875,0.0,-4.281960964202881
778.0,0.006047356873750687,0.0,0.0,3628.0,318.5882873535156,4.439096927642822,0.07989487051963806,72.07100677490234,289.51629638671875,303.0838317871094,0.0,-4.08524227142334
735.0,0.006052952725440264,0.0,0.0,3016.0,318.5958557128906,4.457266330718994,0.06067229434847832,72.40271759033203,289.55230712890625,303.1336669921875,0.0,-3.942275285720825
726.0,0.006058991886675358,0.0,0.0,3016.0,318.583984375,4.4736199378967285,0.04303000867366791,72.71647644042969,289.58660888671875,303.18817138671875,0.0,-3.893371820449829
708.0,0.006065468769520521,0.0,0.0,2473.0,318.5522766113281,4.487917423248291,0.02722451090812683,73.00941467285156,289.6191101074219,303.247802734375,0.0,-3.9290709495544434
749.0,0.006072379183024168,0.0,0.0,2398.0,318.50030517578125,4.499917984008789,0.013512292876839638,73.2786636352539,289.64971923828125,303.3129577636719,0.0,-4.007046699523926
741.0,0.006079718004912138,0.0,0.0,2270.0,318.4276123046875,4.509380340576172,0.00214984524063766,73.5213623046875,289.6784362792969,303.3840026855469,0.0,-4.084399700164795
756.0,0.006088176276534796,0.0,0.0,2270.0,318.3441162109375,4.516496181488037,-0.006869020871818066,73.7365951538086,289.7056884765625,303.4632263183594,0.0,-4.118232727050781
763.0,0.0060990978963673115,0.0,0.0,2351.0,318.2697448730469,4.522123336791992,-0.014076990075409412,73.92845916748047,289.7325744628906,303.55413818359375,0.0,-4.0978593826293945
767.0,0.006112189963459969,0.0,0.0,2416.0,318.2005920410156,4.526333332061768,-0.019634408876299858,74.09915924072266,289.7589416503906,303.655517578125,0.0,-4.050188064575195
777.0,0.006127101369202137,0.0,0.0,2416.0,318.13177490234375,4.5291643142700195,-0.023684155195951462,74.25079345703125,289.7845458984375,303.7659912109375,0.0,-3.9876275062561035
783.0,0.006143480539321899,0.0,0.0,2342.0,318.0584716796875,4.530655860900879,-0.02636910043656826,74.38544464111328,289.8092346191406,303.8841552734375,0.0,-3.922586441040039
772.0,0.006160976830869913,0.0,0.0,2377.0,317.9759216308594,4.530847549438477,-0.027832122519612312,74.50521087646484,289.8327331542969,304.00860595703125,0.0,-3.8658573627471924
657.0,0.006179239600896835,0.0,0.0,2651.0,317.87921142578125,4.529778003692627,-0.02821609564125538,74.6121826171875,289.8548583984375,304.13800048828125,0.0,-3.80836820602417
494.0,0.006197917275130749,0.0,0.07621033489704132,2651.0,317.76361083984375,4.527487277984619,-0.02766389586031437,74.70845794677734,289.8753967285156,304.2709045410156,0.0,-3.7489473819732666
