tmmn,elevation,population,NDVI,PrevFireMask,th,vs,FireMask,sph,tmmx,pdsi,erc,pr
288.2608337402344,0.0,0.0,0.0,0.0,238.7456512451172,2.2549941539764404,0.0,0.011698178946971893,299.6141357421875,-0.4926925301551819,23.239072799682617,0.0
288.2655029296875,0.0,0.0,0.0,0.0,239.46328735351562,2.2474772930145264,0.0,0.01172384899109602,299.6532897949219,-0.49606993794441223,23.18394660949707,0.0
288.27056884765625,0.0,0.0,0.0,0.0,240.2154998779297,2.240701675415039,0.0,0.011750920675694942,299.6946716308594,-0.4919242560863495,23.12611198425293,0.0
288.27606201171875,0.0,0.0,0.0,0.0,240.9982452392578,2.2344913482666016,0.0,0.011779312044382095,299.7381591796875,-0.4740636646747589,23.06597900390625,0.0
288.2819519042969,0.0,0.0,0.0,0.0,241.80674743652344,2.2286806106567383,0.0,0.011808919720351696,299.7835388183594,-0.4252023696899414,23.004011154174805,0.0
288.2882385253906,0.0,0.0,0.0,0.0,242.63540649414062,2.223111152648926,0.0,0.011839610524475574,299.83062744140625,-0.21101117134094238,22.940746307373047,0.0
288.294921875,0.0,0.0,0.0,0.0,243.47756958007812,2.2176289558410645,0.0,0.011871220543980598,299.87908935546875,0.0,22.876800537109375,0.0
288.302001953125,0.0,0.0,0.0,0.0,244.325439453125,2.212083578109741,0.0,0.011903543025255203,299.92864990234375,0.0,22.81287956237793,0.0
288.3094177246094,0.0,0.0,0.0,0.0,245.1699676513672,2.206326723098755,0.0,0.011936329305171967,299.9788513183594,0.0,22.74979591369629,0.0
288.3171691894531,0.0,0.0,0.0,0.0,246.0008087158203,2.2002131938934326,0.0,0.011969281360507011,300.02923583984375,0.0,22.688457489013672,0.0
288.3251953125,0.0,0.0,0.0,0.0,246.80624389648438,2.193601608276367,0.0,0.012002052739262581,300.0792236328125,0.0,22.629873275756836,0.0
288.3334655761719,0.0,0.0,0.0,0.0,247.57337951660156,2.186357259750366,0.0,0.01203424483537674,300.1282043457031,0.0,22.575149536132812,0.0
288.34185791015625,0.0,0.0,0.0,0.0,248.28817749023438,2.178354263305664,0.0,0.01206541433930397,300.1754455566406,0.83309406042099,22.525461196899414,0.0
288.3503112792969,0.0,0.0,0.0,0.0,248.93585205078125,2.169480085372925,0.0,0.012095075100660324,300.2201843261719,0.6400129795074463,22.482038497924805,0.0
288.3589172363281,0.0,0.0,0.0,0.0,249.5327606201172,2.15973162651062,0.0,0.012123677879571915,300.26263427734375,0.6082530617713928,22.443988800048828,0.0
288.36798095703125,0.0,0.0,0.0,0.0,250.13967895507812,2.14931321144104,0.0,0.012153062969446182,300.3046875,0.6047713160514832,22.407203674316406,0.0
288.3774719238281,0.0,0.0,0.0,0.0,250.7559814453125,2.138312578201294,0.0,0.012183232232928276,300.3465576171875,0.7476909756660461,22.371517181396484,0.0
288.38739013671875,0.0,0.0,0.0,0.0,251.37857055664062,2.1268115043640137,0.0,0.012214110232889652,300.3883972167969,1.8479015827178955,22.336936950683594,0.0
288.39776611328125,0.0,0.0,0.0,0.0,252.00424194335938,2.114894390106201,0.0,0.012245618738234043,300.43035888671875,5.49228572845459,22.303470611572266,0.0
288.40850830078125,0.0,0.0,0.0,0.0,252.62965393066406,2.102647066116333,0.0,0.012277673929929733,300.4725646972656,6.745870113372803,22.271137237548828,0.0
288.4196472167969,0.0,0.0,0.0,0.0,253.25132751464844,2.090158224105835,0.0,0.012310189194977283,300.51513671875,1.052886724472046,22.23996353149414,0.0
288.4311218261719,0.0,0.0,0.0,0.0,253.86566162109375,2.0775187015533447,0.0,0.012343067675828934,300.5582275390625,-0.599057137966156,22.209980010986328,0.0
288.4429626464844,0.0,0.0,-3133.0,0.0,254.46888732910156,2.0648226737976074,0.0,0.01237621158361435,300.6018981933594,-1.0451427698135376,22.181222915649414,0.0
288.4551086425781,0.0,0.0,-2308.0,0.0,255.0570831298828,2.0521676540374756,0.0,0.012409512884914875,300.6463317871094,-1.1914407014846802,22.153736114501953,0.0
288.4675598144531,1.0,0.0,2289.0,0.0,255.626220703125,2.03965425491333,0.0,0.012442857958376408,300.69158935546875,-1.2324210405349731,22.127567291259766,0.0
288.48028564453125,3.0,0.0,4274.0,0.0,256.17205810546875,2.027386426925659,0.0,0.012476128526031971,300.73779296875,-1.2112610340118408,22.102773666381836,0.0
288.49322509765625,2.0,0.0,4739.0,0.0,256.6902770996094,2.0154712200164795,0.0,0.012509196065366268,300.7850341796875,-1.1600314378738403,22.079408645629883,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288.9735412597656,0.0,0.0,0.0,0.0,223.3046417236328,13.854178428649902,0.0,0.011315461248159409,300.1776428222656,0.0,22.279644012451172,0.0
288.8605651855469,0.0,0.0,0.0,0.0,225.045654296875,12.081894874572754,0.0,0.011352495290338993,300.06036376953125,0.0,22.47162437438965,0.0
288.7637939453125,0.0,0.0,0.0,0.0,226.53697204589844,10.563769340515137,0.0,0.011384217999875546,299.95989990234375,0.0,22.636072158813477,0.0
288.68084716796875,0.0,0.0,0.0,0.0,227.815673828125,9.262100219726562,0.0,0.011411418206989765,299.8737487792969,0.0,22.77707290649414,0.0
288.6075134277344,0.0,0.0,0.0,0.0,228.8751678466797,8.119959831237793,0.0,0.011432922445237637,299.79437255859375,0.0,22.905517578125,0.0
288.5415344238281,0.0,0.0,0.0,0.0,229.67080688476562,7.110960960388184,0.0,0.011446614749729633,299.7156982421875,0.0,23.02959442138672,0.0
288.48529052734375,0.0,0.0,0.0,0.0,230.2622833251953,6.261279106140137,0.0,0.011455176398158073,299.6446838378906,0.0,23.1400146484375,0.0
288.4385986328125,0.0,0.0,0.0,0.0,230.70819091796875,5.561252117156982,0.0,0.011460664682090282,299.58367919921875,0.0,23.234115600585938,0.0
288.4002380371094,0.0,0.0,0.0,0.0,231.053955078125,4.9885640144348145,0.0,0.011464436538517475,299.5325927734375,0.0,23.312536239624023,0.0
288.3688049316406,0.0,0.0,0.0,0.0,231.3323516845703,4.519758224487305,0.0,0.011467346921563148,299.4905090332031,0.0,23.377084732055664,0.0
288.3429870605469,0.0,0.0,0.0,0.0,231.56642150878906,4.134299278259277,0.0,0.01146993599832058,299.4562072753906,0.0,23.429767608642578,0.0
288.3217468261719,0.0,0.0,0.0,0.0,231.77232360839844,3.8154563903808594,0.0,0.011472542770206928,299.4285888671875,0.0,23.472415924072266,0.0
288.3042297363281,0.0,0.0,0.0,0.0,231.96157836914062,3.5500173568725586,0.0,0.01147538609802723,299.40667724609375,0.0,23.506572723388672,0.0
288.28973388671875,0.0,0.0,0.0,0.0,232.1425323486328,3.327684164047241,0.0,0.011478615924715996,299.3896789550781,0.0,23.53348731994629,0.0
288.27777099609375,0.0,0.0,0.0,0.0,232.32151794433594,3.140460252761841,0.0,0.011482342146337032,299.3769836425781,0.0,23.554140090942383,0.0
288.26788330078125,0.0,0.0,0.0,0.0,232.50350952148438,2.982132911682129,0.0,0.011486650444567204,299.3681335449219,0.0,23.569290161132812,0.0
288.25982666015625,0.0,0.0,0.0,0.0,232.69265747070312,2.8478641510009766,0.0,0.011491620913147926,299.3627014160156,0.0,23.57950782775879,0.0
288.2533264160156,0.0,0.0,0.0,0.0,232.8926544189453,2.7338762283325195,0.0,0.01149732992053032,299.3605041503906,0.0,23.585203170776367,0.0
288.2481689453125,0.0,0.0,0.0,0.0,233.1070098876953,2.6372182369232178,0.0,0.011503863148391247,299.36138916015625,0.0,23.586650848388672,0.0
288.2442626953125,0.0,0.0,0.0,0.0,233.3392333984375,2.555589199066162,0.0,0.011511316522955894,299.3652038574219,0.0,23.584001541137695,0.0
288.24151611328125,0.0,0.0,0.0,0.0,233.5931396484375,2.487210750579834,0.0,0.011519803665578365,299.3720397949219,-0.699999988079071,23.57729721069336,0.0
288.2398376464844,0.0,0.0,0.0,0.0,233.8729248046875,2.4307336807250977,0.0,0.011529462411999702,299.3819274902344,-0.699999988079071,23.56646156311035,0.0
288.23919677734375,0.0,0.0,0.0,0.0,234.1834716796875,2.3851730823516846,0.0,0.011540462262928486,299.3950500488281,0.0,23.55130958557129,0.0
288.2396240234375,0.0,0.0,0.0,0.0,234.5305938720703,2.3498682975769043,0.0,0.011553010903298855,299.4117126464844,0.0,23.53152084350586,0.0
288.2409362792969,0.0,0.0,0.0,0.0,234.92523193359375,2.3229732513427734,0.0,0.011567337438464165,299.43206787109375,0.0,23.50640296936035,0.0
288.2427673339844,0.0,0.0,0.0,0.0,235.3768768310547,2.300680637359619,0.0,0.011583452112972736,299.4558410644531,0.0,23.475563049316406,0.0
288.2450256347656,0.0,0.0,0.0,0.0,235.88153076171875,2.282144069671631,0.0,0.011601269245147705,299.48272705078125,0.0,23.439559936523438,0.0
288.24774169921875,0.0,0.0,0.0,0.0,236.43557739257812,2.2667689323425293,0.0,0.011620721779763699,299.51263427734375,0.0,23.398880004882812,0.0
288.25091552734375,0.0,0.0,0.0,0.0,237.0358428955078,2.2540640830993652,0.0,0.011641757562756538,299.54534912109375,-0.2663007378578186,23.353946685791016,0.0
288.2544860839844,0.0,0.0,0.0,0.0,237.679443359375,2.243614673614502,0.0,0.01166432723402977,299.5807800292969,-0.45808088779449463,23.305145263671875,0.0
288.25848388671875,0.0,0.0,0.0,0.0,238.36346435546875,2.2350611686706543,0.0,0.011688384227454662,299.6187744140625,-0.48347583413124084,23.25284767150879,0.0
288.262939453125,0.0,0.0,0.0,0.0,239.0848388671875,2.228084087371826,0.0,0.011713872663676739,299.6592712402344,-0.48892942070961,23.197431564331055,0.0
288.267822265625,0.0,0.0,0.0,0.0,239.84017944335938,2.2223918437957764,0.0,0.011740729212760925,299.7020568847656,-0.48267996311187744,23.139297485351562,0.0
288.2731018066406,0.0,0.0,0.0,0.0,240.62557983398438,2.217712163925171,0.0,0.011768873780965805,299.74700927734375,-0.4551502764225006,23.078882217407227,0.0
288.2788391113281,0.0,0.0,0.0,0.0,241.43646240234375,2.2137832641601562,0.0,0.01179820392280817,299.7939147949219,-0.37638944387435913,23.016677856445312,0.0
288.28497314453125,0.0,0.0,0.0,0.0,242.26744079589844,2.2103495597839355,0.0,0.011828592978417873,299.842529296875,0.047258537262678146,22.953243255615234,0.0
288.2915344238281,0.0,0.0,0.0,0.0,243.1121826171875,2.2071566581726074,0.0,0.011859881691634655,299.892578125,0.0,22.889211654663086,0.0
288.2984924316406,0.0,0.0,0.0,0.0,243.96327209472656,2.203948497772217,0.0,0.011891873553395271,299.9436950683594,0.0,22.825307846069336,0.0
288.3058166503906,0.0,0.0,0.0,0.0,244.8121337890625,2.2004661560058594,0.0,0.01192433200776577,299.9954833984375,0.0,22.762346267700195,0.0
288.3134765625,0.0,0.0,0.0,0.0,245.64892578125,2.1964473724365234,0.0,0.011956977657973766,300.04742431640625,0.0,22.70124053955078,0.0
288.3214416503906,0.0,0.0,0.0,0.0,246.4626007080078,2.1916279792785645,0.0,0.011989481747150421,300.0989990234375,0.0,22.643001556396484,0.0
288.32965087890625,0.0,0.0,0.0,0.0,247.24090576171875,2.1857452392578125,0.0,0.012021471746265888,300.1495056152344,0.0,22.588720321655273,0.0
288.3380126953125,0.0,0.0,0.0,0.0,247.97056579589844,2.178542375564575,0.0,0.01205253042280674,300.19830322265625,1.1097517013549805,22.539566040039062,0.0
288.3464660644531,0.0,0.0,0.0,0.0,248.63751220703125,2.1697752475738525,0.0,0.01208220049738884,300.24456787109375,0.6916770339012146,22.496749877929688,0.0
288.3551025390625,0.0,0.0,0.0,0.0,249.25863647460938,2.1595215797424316,0.0,0.012110934592783451,300.2886047363281,0.6368438601493835,22.45943260192871,0.0
288.3642272949219,0.0,0.0,0.0,0.0,249.8945770263672,2.148400068283081,0.0,0.012140532024204731,300.3324890136719,0.6289255619049072,22.423612594604492,0.0
288.37384033203125,0.0,0.0,0.0,0.0,250.54444885253906,2.1365299224853516,0.0,0.01217099092900753,300.37640380859375,0.6733444333076477,22.389097213745117,0.0
288.3839416503906,0.0,0.0,0.0,0.0,251.2047882080078,2.124011278152466,0.0,0.012202239595353603,300.4205017089844,0.8767765760421753,22.355854034423828,0.0
288.39447021484375,0.0,0.0,0.0,0.0,251.87208557128906,2.110945701599121,0.0,0.012234196998178959,300.4648742675781,1.1440321207046509,22.3238582611084,0.0
288.40545654296875,0.0,0.0,0.0,0.0,252.54261779785156,2.0974373817443848,0.0,0.012266780249774456,300.5096130371094,1.2425048351287842,22.293094635009766,0.0
288.4168395996094,0.0,0.0,0.0,0.0,253.21250915527344,2.0835938453674316,0.0,0.012299898080527782,300.55487060546875,0.8997063636779785,22.263553619384766,0.0
288.42864990234375,0.0,0.0,0.0,0.0,253.8777313232422,2.0695254802703857,0.0,0.012333454564213753,300.6007385253906,0.23608052730560303,22.2352352142334,0.0
288.4408264160156,0.0,0.0,-1421.0,0.0,254.53404235839844,2.0553479194641113,0.0,0.01236734353005886,300.6472473144531,-0.289279580116272,22.208141326904297,0.0
288.453369140625,7.0,0.0,5582.0,0.0,255.17703247070312,2.041179895401001,0.0,0.012401454150676727,300.6945495605469,-0.589891254901886,22.182283401489258,0.0
288.4662170410156,6.0,0.0,5970.0,0.0,255.8020782470703,2.0271451473236084,0.0,0.012435666285455227,300.7427062988281,-0.7446384429931641,22.157676696777344,0.0
288.4793701171875,1.0,0.0,2180.0,0.0,256.40435791015625,2.0133721828460693,0.0,0.012469852343201637,300.791748046875,-0.8030939698219299,22.13434410095215,0.0
288.4927978515625,6.0,0.0,7289.0,0.0,256.9789123535156,1.9999934434890747,0.0,0.012503874488174915,300.8417663574219,-0.8245318531990051,22.11231231689453,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288.9327697753906,0.0,0.0,0.0,0.0,223.12025451660156,13.195222854614258,0.0,0.011342528276145458,300.1335754394531,0.0,22.336650848388672,0.0
288.8656005859375,0.0,0.0,0.0,0.0,224.18661499023438,12.14268970489502,0.0,0.01136225089430809,300.0638427734375,0.0,22.453371047973633,0.0
288.800537109375,0.0,0.0,0.0,0.0,225.21905517578125,11.123627662658691,0.0,0.011381345801055431,299.996337890625,0.0,22.566377639770508,0.0
288.7384033203125,0.0,0.0,0.0,0.0,226.2056121826172,10.149867057800293,0.0,0.011399592272937298,299.93182373046875,0.0,22.674362182617188,0.0
288.6795654296875,0.0,0.0,0.0,0.0,227.13925170898438,9.228333473205566,0.0,0.011416860856115818,299.8707580566406,0.0,22.77655601501465,0.0
288.6227111816406,0.0,0.0,0.0,0.0,227.98619079589844,8.343828201293945,0.0,0.011431608349084854,299.8091125488281,0.0,22.878311157226562,0.0
288.56719970703125,0.0,0.0,0.0,0.0,228.6840057373047,7.495110034942627,0.0,0.011441494338214397,299.7428283691406,0.0,22.984519958496094,0.0
288.5163269042969,0.0,0.0,0.0,0.0,229.2504425048828,6.725217342376709,0.0,0.01144799031317234,299.6785583496094,0.0,23.085832595825195,0.0
288.4713439941406,0.0,0.0,0.0,0.0,229.7119598388672,6.048828601837158,0.0,0.011452355422079563,299.619873046875,0.0,23.177536010742188,0.0
288.43231201171875,0.0,0.0,0.0,0.0,230.09361267089844,5.464548110961914,0.0,0.011455493979156017,299.5680847167969,0.0,23.25802230834961,0.0
288.39886474609375,0.0,0.0,0.0,0.0,230.41636657714844,4.963922023773193,0.0,0.011458025313913822,299.5234680175781,0.0,23.327301025390625,0.0
288.3703308105469,0.0,0.0,0.0,0.0,230.69686889648438,4.536280632019043,0.0,0.011460366658866405,299.48565673828125,0.0,23.38612174987793,0.0
288.3460388183594,0.0,0.0,0.0,0.0,230.94802856445312,4.171055316925049,0.0,0.011462796479463577,299.4541015625,0.0,23.43549156188965,0.0
288.3254089355469,0.0,0.0,0.0,0.0,231.17982482910156,3.8587417602539062,0.0,0.011465505696833134,299.42816162109375,0.0,23.4764404296875,0.0
288.30792236328125,0.0,0.0,0.0,0.0,231.4000701904297,3.591189384460449,0.0,0.011468632146716118,299.4072570800781,0.0,23.509902954101562,0.0
288.2931213378906,0.0,0.0,0.0,0.0,231.61497497558594,3.3615849018096924,0.0,0.011472276411950588,299.3909606933594,0.0,23.536685943603516,0.0
288.2806396484375,0.0,0.0,0.0,0.0,231.82968139648438,3.164315938949585,0.0,0.011476525105535984,299.3788146972656,0.0,23.557453155517578,0.0
288.2702331542969,0.0,0.0,0.0,0.0,232.04859924316406,2.9947991371154785,0.0,0.011481452733278275,299.3705139160156,0.0,23.572731018066406,0.0
288.2615661621094,0.0,0.0,0.0,0.0,232.2756805419922,2.849318027496338,0.0,0.011487138457596302,299.3658142089844,0.0,23.582918167114258,0.0
288.2545471191406,0.0,0.0,0.0,0.0,232.5146942138672,2.724879264831543,0.0,0.011493664234876633,299.3645935058594,0.0,23.58829116821289,0.0
288.2489929199219,0.0,0.0,0.0,0.0,232.76937866210938,2.6190946102142334,0.0,0.011501124128699303,299.3667297363281,-0.699999988079071,23.58901596069336,0.0
288.24481201171875,0.0,0.0,0.0,0.0,233.04367065429688,2.5300891399383545,0.0,0.011509628966450691,299.37225341796875,-0.699999988079071,23.585147857666016,0.0
288.241943359375,0.0,0.0,0.0,0.0,233.3418731689453,2.4564311504364014,0.0,0.011519311927258968,299.3812561035156,-0.699999988079071,23.57663345336914,0.0
288.2403259277344,0.0,0.0,0.0,0.0,233.66888427734375,2.3970844745635986,0.0,0.011530334129929543,299.3938903808594,0.0,23.56329917907715,0.0
288.239990234375,0.0,0.0,0.0,0.0,234.03041076660156,2.351378917694092,0.0,0.011542895808815956,299.4104309082031,0.0,23.54484748840332,0.0
288.2406921386719,0.0,0.0,0.0,0.0,234.43756103515625,2.317007064819336,0.0,0.011557210236787796,299.4310302734375,0.0,23.52064323425293,0.0
288.2419738769531,0.0,0.0,0.0,0.0,234.90066528320312,2.2889490127563477,0.0,0.011573279276490211,299.45526123046875,0.0,23.490407943725586,0.0
288.2437744140625,0.0,0.0,0.0,0.0,235.41595458984375,2.266094923019409,0.0,0.011591017246246338,299.4828796386719,0.0,23.454755783081055,0.0
288.24609375,0.0,0.0,0.0,0.0,235.97987365722656,2.2476603984832764,0.0,0.011610361747443676,299.5136413574219,0.0,23.41421890258789,0.0
288.24884033203125,0.0,0.0,0.0,0.0,236.58932495117188,2.232992172241211,0.0,0.011631257832050323,299.54742431640625,-0.2888602912425995,23.369260787963867,0.0
288.2521057128906,0.0,0.0,0.0,0.0,237.2414093017578,2.2215349674224854,0.0,0.0116536570712924,299.58404541015625,-0.46088457107543945,23.320310592651367,0.0
288.25579833984375,0.0,0.0,0.0,0.0,237.93324279785156,2.2128028869628906,0.0,0.011677511036396027,299.6233825683594,-0.4847593903541565,23.26777458190918,0.0
288.2599792480469,0.0,0.0,0.0,0.0,238.66175842285156,2.2063612937927246,0.0,0.0117027647793293,299.665283203125,-0.4899126887321472,23.212068557739258,0.0
288.26458740234375,0.0,0.0,-3622.0,0.0,239.42356872558594,2.2018096446990967,0.0,0.011729356832802296,299.7095947265625,-0.4839520752429962,23.153623580932617,0.0
288.2696838378906,0.0,0.0,-3622.0,0.0,240.2147979736328,2.198770046234131,0.0,0.011757207103073597,299.756103515625,-0.4577750265598297,23.092910766601562,0.0
288.27520751953125,0.0,0.0,0.0,0.0,241.03094482421875,2.1968765258789062,0.0,0.011786217801272869,299.8046569824219,-0.3833513557910919,23.03044891357422,0.0
288.28118896484375,0.0,0.0,0.0,0.0,241.86676025390625,2.195767641067505,0.0,0.011816266924142838,299.8549499511719,0.0047938525676727295,22.966819763183594,0.0
288.28759765625,0.0,0.0,0.0,0.0,242.71607971191406,2.195080280303955,0.0,0.01184720266610384,299.9067077636719,0.0,22.902677536010742,0.0
288.29443359375,0.0,0.0,0.0,0.0,243.5717315673828,2.1944451332092285,0.0,0.011878841556608677,299.9595642089844,0.0,22.838762283325195,0.0
288.3016662597656,0.0,0.0,0.0,0.0,244.4254608154297,2.193484306335449,0.0,0.011910961009562016,300.0130615234375,0.0,22.77589988708496,0.0
288.3092346191406,0.0,0.0,0.0,0.0,245.26783752441406,2.1918115615844727,0.0,0.01194329746067524,300.0667419433594,0.0,22.715009689331055,0.0
288.317138671875,0.0,0.0,0.0,0.0,246.0883026123047,2.1890323162078857,0.0,0.01197554636746645,300.1200256347656,0.0,22.657094955444336,0.0
288.3253173828125,0.0,0.0,0.0,0.0,246.87515258789062,2.184749126434326,0.0,0.012007360346615314,300.1722717285156,0.0,22.603248596191406,0.0
288.3337097167969,0.0,0.0,0.0,0.0,247.61572265625,2.1785662174224854,0.0,0.012038348242640495,300.2227783203125,1.0616782903671265,22.554622650146484,0.0
288.34222412109375,0.0,0.0,0.0,0.0,248.29653930664062,2.1700994968414307,0.0,0.012068085372447968,300.2707824707031,0.6842176914215088,22.51241683959961,0.0
288.3509521484375,0.0,0.0,0.0,0.0,248.9345703125,2.159531593322754,0.0,0.012097028084099293,300.316650390625,0.6328549385070801,22.475841522216797,0.0
288.3602294921875,0.0,0.0,0.0,0.0,249.58949279785156,2.1479594707489014,0.0,0.012126930989325047,300.36260986328125,0.6255958676338196,22.44101905822754,0.0
288.37005615234375,0.0,0.0,0.0,0.0,250.2603302001953,2.135531187057495,0.0,0.012157787568867207,300.4088439941406,0.6508428454399109,22.40772247314453,0.0
