vs,tmmn,pr,th,erc,sph,NDVI,FireMask,pdsi,PrevFireMask,elevation,population,tmmx
2.9452760219573975,282.3455810546875,0.0,231.310791015625,84.68348693847656,0.005027237813919783,5009.0,0.0,0.08785709738731384,0.0,1746.0,0.0,301.00555419921875
2.9449992179870605,282.3310546875,0.0,232.08126831054688,84.6756591796875,0.0050298236310482025,4793.0,0.0,0.6824127435684204,0.0,1855.0,0.0,301.0621032714844
2.9447593688964844,282.32171630859375,0.0,232.9337158203125,84.67268371582031,0.005033545196056366,4793.0,0.0,1.2300565242767334,0.0,1989.0,0.0,301.126220703125
2.944627046585083,282.3173522949219,0.0,233.86021423339844,84.67384338378906,0.0050383093766868114,5830.0,0.0,1.584876537322998,0.0,1926.0,0.0,301.1965026855469
2.944672107696533,282.317626953125,0.0,234.85287475585938,84.67843627929688,0.00504402257502079,5546.0,0.0,1.6894981861114502,0.0,1857.0,0.0,301.2716064453125
2.944964647293091,282.3222961425781,0.0,235.90377807617188,84.68573760986328,0.005050592124462128,4907.0,0.0,1.6387536525726318,0.0,1784.0,0.0,301.3501892089844
2.94557523727417,282.3310241699219,0.0,237.00503540039062,84.69506072998047,0.005057923961430788,3447.0,0.0,1.4771733283996582,0.0,1736.0,0.0,301.4308776855469
2.946573495864868,282.34356689453125,0.0,238.14874267578125,84.7056884765625,0.00506592495366931,3447.0,0.0,1.2486342191696167,0.0,1722.0,0.0,301.5122985839844
2.939753293991089,283.8643798828125,0.0,235.96148681640625,84.79235076904297,0.005350655410438776,5900.0,0.0,1.300108790397644,0.0,1314.0,0.0,302.1265563964844
2.9452478885650635,283.8457946777344,0.0,236.6925048828125,84.67830657958984,0.00536743551492691,3603.0,0.0,1.3107494115829468,0.0,1277.0,0.2971876859664917,302.1231689453125
2.9505887031555176,283.8246154785156,0.0,237.3794403076172,84.56304931640625,0.005384393036365509,3603.0,0.0,1.3027758598327637,0.0,1269.0,0.13780978322029114,302.1229553222656
2.955747127532959,283.8017272949219,0.0,238.0216064453125,84.44893646240234,0.00540124112740159,3072.0,0.0,1.2627156972885132,0.0,1264.0,2.367062568664551,302.12506103515625
2.9606943130493164,283.77813720703125,0.0,238.6182403564453,84.33830261230469,0.005417695734649897,4967.0,0.0,1.169089674949646,0.0,1260.0,0.3433919847011566,302.1287536621094
2.9654016494750977,283.7547302246094,0.0,239.1686553955078,84.23350524902344,0.005433470942080021,5054.0,0.0,0.9988675117492676,0.0,1261.0,0.34339195489883423,302.13323974609375
2.9698407649993896,283.73248291015625,0.0,239.67210388183594,84.13687133789062,0.0054482812993228436,4578.0,0.0,0.7992066740989685,0.0,1261.0,0.34339195489883423,302.13775634765625
2.973982810974121,283.7122802734375,0.0,240.12786865234375,84.0507583618164,0.005461841356009245,4578.0,0.0,0.6240428686141968,0.0,1261.0,0.34339195489883423,302.1415100097656
2.9777991771698,283.69512939453125,0.0,240.5352325439453,83.97750854492188,0.005473865661770105,4174.0,0.0,0.5273118019104004,0.0,1260.0,0.34268105030059814,302.1437072753906
2.9812612533569336,283.6819152832031,0.0,240.8934783935547,83.91946411132812,0.0054840692318975925,3162.0,0.0,0.5458560585975647,0.0,1260.0,0.17315195500850677,302.1436462402344
2.9843404293060303,283.6736145019531,0.0,241.20187377929688,83.87896728515625,0.005492166616022587,3789.0,0.0,0.6474231481552124,0.0,1260.0,0.17315196990966797,302.1404724121094
2.9870078563690186,283.6711120605469,0.0,241.45970153808594,83.85836791992188,0.0054978723637759686,4707.0,0.0,0.7831180691719055,0.0,1260.0,0.17315196990966797,302.1334228515625
2.9892351627349854,283.6754150390625,0.0,241.66624450683594,83.86001586914062,0.005500900559127331,4551.0,0.0,0.9040595293045044,0.0,1261.0,0.17315196990966797,302.12176513671875
2.9909751415252686,283.6875915527344,0.0,241.8086700439453,83.88675689697266,0.005501295905560255,4551.0,0.0,0.9642490148544312,0.0,1262.0,0.17315196990966797,302.10662841796875
2.992194890975952,283.7079772949219,0.0,241.86373901367188,83.93938446044922,0.005499722436070442,4307.0,0.0,0.9789412021636963,0.0,1262.0,0.17315196990966797,302.0918273925781
2.9929330348968506,283.7354431152344,0.0,241.83737182617188,84.0151596069336,0.005496342666447163,5107.0,0.0,0.9687831401824951,0.0,1263.0,0.17315196990966797,302.0773620605469
2.993229627609253,283.7688903808594,0.0,241.73655700683594,84.11128997802734,0.005491296760737896,4339.0,0.0,0.9419912099838257,0.0,1264.0,0.17315196990966797,302.06304931640625
2.9931254386901855,283.80718994140625,0.0,241.5682830810547,84.2249755859375,0.0054847244173288345,3845.0,0.0,0.9067815542221069,0.0,1265.0,0.17315195500850677,302.0487976074219
2.9926607608795166,283.8492736816406,0.0,241.33949279785156,84.35340881347656,0.005476765800267458,3845.0,0.0,0.8711475729942322,0.0,1268.0,0.4469085931777954,302.034423828125
2.9918761253356934,283.8940124511719,0.0,241.0571746826172,84.49378967285156,0.005467560607939959,3007.0,0.0,0.834205150604248,0.0,1272.0,1.3539707660675049,302.019775390625
2.990811824798584,283.94024658203125,0.0,240.72828674316406,84.64331817626953,0.005457249004393816,2511.0,0.0,0.7861459255218506,0.0,1276.0,1.361445426940918,302.00469970703125
2.989508628845215,283.9869384765625,0.0,240.35983276367188,84.7991943359375,0.0054459706880152225,2669.0,0.0,0.7168548107147217,0.0,1279.0,1.5272290706634521,301.98907470703125
2.988006353378296,284.0329284667969,0.0,239.958740234375,84.9586181640625,0.005433866288512945,2960.0,0.0,0.6162086725234985,0.0,1281.0,1.8645585775375366,301.9726867675781
2.9863460063934326,284.07708740234375,0.0,239.53201293945312,85.11878204345703,0.005421075038611889,2960.0,0.0,0.4420703053474426,0.0,1285.0,1.738051176071167,301.9554443359375
2.984567880630493,284.11834716796875,0.0,239.08660888671875,85.27688598632812,0.005407737568020821,2633.0,0.0,0.2063656449317932,0.0,1288.0,1.738051176071167,301.9371337890625
2.9827122688293457,284.1555480957031,0.0,238.62950134277344,85.43013763427734,0.005393993109464645,2877.0,0.0,-0.023508258163928986,0.0,1291.0,1.738051176071167,301.91766357421875
2.9808194637298584,284.1876220703125,0.0,238.1676788330078,85.57572174072266,0.00537998229265213,4860.0,0.0,-0.18015438318252563,0.0,1291.0,1.7380510568618774,301.8968505859375
2.9789304733276367,284.21343994140625,0.0,237.7080841064453,85.71084594726562,0.005365844815969467,3969.0,0.0,-0.19652998447418213,0.0,1287.0,1.738051176071167,301.8745422363281
2.9770851135253906,284.2319030761719,0.0,237.25770568847656,85.83270263671875,0.005351720843464136,5804.0,0.0,-0.05405651032924652,0.0,1293.0,5.21433687210083,301.8506164550781
2.9753243923187256,284.2418518066406,0.0,236.82350158691406,85.93849182128906,0.005337750073522329,5804.0,0.0,0.17986300587654114,0.0,1293.0,10.229543685913086,301.82489013671875
2.9736881256103516,284.2421875,0.0,236.41246032714844,86.02542114257812,0.005324072670191526,3307.0,0.0,0.42950010299682617,0.0,1299.0,10.133745193481445,301.7972106933594
2.972217321395874,284.2318420410156,0.0,236.03155517578125,86.0906753540039,0.00531082833185792,2435.0,0.0,0.6191263198852539,0.0,1303.0,4.590516090393066,301.7674255371094
2.970952033996582,284.20965576171875,0.0,235.687744140625,86.13146209716797,0.005298157222568989,2440.0,0.0,0.6983435153961182,0.0,1301.0,0.553350567817688,301.73541259765625
2.9697933197021484,284.1737365722656,0.0,235.35325622558594,86.14710235595703,0.005285540129989386,2717.0,0.0,0.7106159925460815,0.0,1305.0,0.37536168098449707,301.69927978515625
2.96846866607666,284.1225891113281,0.0,234.96031188964844,86.14197540283203,0.005271689500659704,2717.0,0.0,0.690555989742279,0.0,1357.0,0.3753616213798523,301.6557312011719
2.966994285583496,284.0577392578125,0.0,234.51641845703125,86.11815643310547,0.0052567399106919765,2937.0,0.0,0.6708014607429504,0.0,1381.0,0.3753616213798523,301.605712890625
2.965398073196411,283.9808654785156,0.0,234.03182983398438,86.07758331298828,0.005240877158939838,2676.0,0.0,0.6842332482337952,0.0,1388.0,0.3753616213798523,301.5502014160156
2.963707447052002,283.8935546875,0.0,233.5167694091797,86.02220153808594,0.0052242879755795,2691.0,0.0,0.7727858424186707,0.0,1426.0,0.3753616511821747,301.49029541015625
2.9619500637054443,283.7973937988281,0.0,232.98150634765625,85.95394897460938,0.005207158159464598,2791.0,0.0,0.9031957983970642,0.0,1452.0,0.3753616213798523,301.427001953125
2.960153818130493,283.6940612792969,0.0,232.43629455566406,85.87476348876953,0.005189674440771341,2791.0,0.0,1.0084853172302246,0.0,1430.0,0.3753616213798523,301.3613586425781
2.958345890045166,283.58514404296875,0.0,231.89137268066406,85.78659057617188,0.0051720221526920795,3632.0,0.0,1.0216765403747559,0.0,1549.0,0.3753616511821747,301.29443359375
2.9565541744232178,283.4722900390625,0.0,231.3569793701172,85.69137573242188,0.00515438849106431,6850.0,0.0,0.871034562587738,0.0,1618.0,0.36477017402648926,301.22723388671875
2.954806089401245,283.3570861816406,0.0,230.8433837890625,85.591064453125,0.005136959254741669,6326.0,0.0,0.5203206539154053,0.0,1547.0,0.3269578814506531,301.16082763671875
2.953129529953003,283.24114990234375,0.0,230.36083984375,85.48757934570312,0.0051199207082390785,5699.0,0.0,0.06818751245737076,0.0,1505.0,0.13540597259998322,301.0962219238281
2.951551914215088,283.12615966796875,0.0,229.91957092285156,85.38288116455078,0.005103458650410175,4781.0,0.0,-0.37140199542045593,0.0,1504.0,0.0007246861350722611,301.0344543457031
2.9501006603240967,283.013671875,0.0,229.52984619140625,85.27890014648438,0.005087760277092457,4781.0,0.0,-0.6844850778579712,0.0,1537.0,0.0,300.97662353515625
2.9488039016723633,282.9053039550781,0.0,229.20191955566406,85.17758178710938,0.005073011387139559,6083.0,0.0,-0.8038531541824341,0.0,1646.0,0.0,300.9237060546875
2.9476888179779053,282.802734375,0.0,228.94602966308594,85.08086395263672,0.005059398245066404,6292.0,0.0,-0.7980607748031616,0.0,1726.0,0.0,300.8767395019531
2.9467830657958984,282.7075500488281,0.0,228.7724151611328,84.9906997680664,0.005047106649726629,6121.0,0.0,-0.7227214574813843,0.0,1854.0,0.0,300.8368225097656
2.9461143016815186,282.6213684082031,0.0,228.69134521484375,84.90901947021484,0.005036323331296444,6448.0,0.0,-0.6321477890014648,0.0,1835.0,0.0,300.8049621582031
2.9457101821899414,282.5458068847656,0.0,228.7130584716797,84.8377685546875,0.0050272345542907715,6448.0,0.0,-0.5806227326393127,0.0,1705.0,0.0,300.7821960449219
2.9455983638763428,282.4825134277344,0.0,228.84780883789062,84.77888488769531,0.005020026117563248,5620.0,0.0,-0.5951749682426453,0.0,1741.0,0.0,300.76953125
2.9458065032958984,282.4330749511719,0.0,229.10585021972656,84.73431396484375,0.005014884751290083,5072.0,0.0,-0.6300323009490967,0.0,1809.0,0.0,300.76806640625
2.9461638927459717,282.39642333984375,0.0,229.4917755126953,84.70345306396484,0.0050118169747292995,4850.0,0.0,-0.6275808811187744,0.0,1744.0,0.0,300.7794189453125
2.9462852478027344,282.3672180175781,0.0,229.99365234375,84.68119049072266,0.005010458640754223,4522.0,0.0,-0.5302068591117859,0.0,1813.0,0.0,300.80462646484375
2.9462268352508545,282.3448486328125,0.0,230.60299682617188,84.66655731201172,0.005010687746107578,4522.0,0.0,-0.2671014964580536,0.0,1670.0,0.0,300.8423156738281
2.946059465408325,282.3289489746094,0.0,231.31163024902344,84.65875244140625,0.005012395326048136,4061.0,0.0,0.20780852437019348,0.0,1723.0,0.0,300.89105224609375
2.9458553791046143,282.31915283203125,0.0,232.11134338378906,84.65699005126953,0.005015471018850803,4910.0,0.0,0.7724425196647644,0.0,1876.0,0.0,300.9494323730469
2.945685625076294,282.3150939941406,0.0,232.99395751953125,84.66046142578125,0.005019805859774351,5414.0,0.0,1.288828730583191,0.0,1926.0,0.0,301.0160217285156
2.945621967315674,282.3164367675781,0.0,233.95126342773438,84.66836547851562,0.005025290418416262,5745.0,0.0,1.6189954280853271,0.0,1868.0,0.0,301.0893859863281
2.9457359313964844,282.32275390625,0.0,234.97509765625,84.67992401123047,0.005031814333051443,5745.0,0.0,1.703464150428772,0.0,1814.0,0.0,301.1681213378906
2.946099042892456,282.3337097167969,0.0,236.0572509765625,84.69432067871094,0.005039268638938665,5371.0,0.0,1.6306777000427246,0.0,1751.0,0.0,301.250732421875
2.9467828273773193,282.3489074707031,0.0,237.1895294189453,84.71077728271484,0.005047543440014124,3394.0,0.0,1.452885627746582,0.0,1731.0,0.0,301.3358459472656
2.9478588104248047,282.3680114746094,0.0,238.36376953125,84.72847747802734,0.005056529305875301,3498.0,0.0,1.2217888832092285,0.0,1721.0,0.0,301.4220275878906
2.932591676712036,283.7619323730469,0.0,235.45130920410156,84.58039093017578,0.005358698777854443,5703.0,0.0,1.313448429107666,0.0,1298.0,0.0,302.1602478027344
2.9380502700805664,283.7416687011719,0.0,236.1586456298828,84.47156524658203,0.005375286564230919,4269.0,0.0,1.3338649272918701,0.0,1268.0,0.0,302.16680908203125
2.9433655738830566,283.7190246582031,0.0,236.82232666015625,84.36186218261719,0.005392054561525583,5688.0,0.0,1.33280611038208,0.0,1267.0,0.0,302.1765441894531
2.948509931564331,283.6949768066406,0.0,237.44189453125,84.25354766845703,0.005408719182014465,6273.0,0.0,1.2979243993759155,0.0,1274.0,1.4819316864013672,302.18853759765625
2.9534547328948975,283.6704406738281,0.0,238.0168914794922,84.14888763427734,0.005424996837973595,3856.0,0.0,1.2117995023727417,0.0,1275.0,0.34339195489883423,302.2018127441406
2.958172082901001,283.64642333984375,0.0,238.54685974121094,84.0501480102539,0.005440604407340288,3856.0,0.0,1.0595824718475342,0.0,1268.0,0.343392014503479,302.21551513671875
2.9626340866088867,283.62384033203125,0.0,239.03135681152344,83.9595947265625,0.005455258302390575,3695.0,0.0,0.8757527470588684,0.0,1263.0,0.34339195489883423,302.22869873046875
2.9668123722076416,283.60369873046875,0.0,239.4699249267578,83.87948608398438,0.005468674935400486,3894.0,0.0,0.6993560791015625,0.0,1261.0,0.34339195489883423,302.2404479980469
2.9706790447235107,283.5868835449219,0.0,239.8621063232422,83.81209564208984,0.005480571649968624,4861.0,0.0,0.5694380402565002,0.0,1261.0,0.33864516019821167,302.2498779296875
2.9742062091827393,283.5744323730469,0.0,240.20745849609375,83.75967407226562,0.005490664858371019,5721.0,0.0,0.5030862092971802,0.0,1261.0,0.17315196990966797,302.2560119628906
2.977365493774414,283.5672607421875,0.0,240.50550842285156,83.72449493408203,0.005498670507222414,5721.0,0.0,0.4755091667175293,0.0,1261.0,0.17315196990966797,302.2579650878906
2.980128765106201,283.5663146972656,0.0,240.75582885742188,83.70882415771484,0.005504305940121412,5869.0,0.0,0.4692130982875824,0.0,1261.0,0.17315196990966797,302.25482177734375
2.982468366622925,283.57257080078125,0.0,240.9579620361328,83.71492767333984,0.005507287569344044,5885.0,0.0,0.4667860269546509,0.0,1261.0,0.17315196990966797,302.24566650390625
2.984342098236084,283.5873718261719,0.0,241.0991973876953,83.74577331542969,0.005507678259164095,5848.0,0.0,0.4523182213306427,0.0,1262.0,0.17315196990966797,302.2316589355469
2.985727071762085,283.61126708984375,0.0,241.1559600830078,83.80253601074219,0.005506174638867378,5448.0,0.0,0.4370482861995697,0.0,1262.0,0.17315196990966797,302.2169189453125
2.986659049987793,283.64306640625,0.0,241.1339874267578,83.88249206542969,0.005502930376678705,5448.0,0.0,0.4240415394306183,0.0,1263.0,0.17315196990966797,302.2015380859375
2.9871747493743896,283.68157958984375,0.0,241.04002380371094,83.98281860351562,0.005498073995113373,4560.0,0.0,0.40844130516052246,0.0,1264.0,0.17315196990966797,302.1854248046875
2.987312078475952,283.7255859375,0.0,240.88084411621094,84.10071563720703,0.0054917349480092525,3164.0,0.0,0.3853908181190491,0.0,1266.0,0.17315196990966797,302.16851806640625
2.987107992172241,283.77386474609375,0.0,240.6632080078125,84.23335266113281,0.005484042223542929,2953.0,0.0,0.3541029095649719,0.0,1268.0,1.04097318649292,302.1507568359375
2.986599922180176,283.8252258300781,0.0,240.3938446044922,84.37791442871094,0.005475125275552273,5595.0,0.0,0.32222434878349304,0.0,1272.0,1.361445426940918,302.13201904296875
2.985825300216675,283.8783874511719,0.0,240.07952880859375,84.5315933227539,0.005465112626552582,5075.0,0.0,0.2830144464969635,0.0,1273.0,1.361445426940918,302.1122741699219
2.984821081161499,283.9322204589844,0.0,239.72702026367188,84.69156646728516,0.005454133730381727,5075.0,0.0,0.22851066291332245,0.0,1277.0,1.361445426940918,302.0914001464844
2.9836246967315674,283.9854431152344,0.0,239.34307861328125,84.85501861572266,0.005442318040877581,5084.0,0.0,0.15074235200881958,0.0,1282.0,3.5835623741149902,302.0693664550781
2.9822733402252197,284.036865234375,0.0,238.93443298339844,85.0191421508789,0.005429794546216726,3066.0,0.0,0.009862493723630905,0.0,1285.0,3.6246323585510254,302.0460510253906
2.980804681777954,284.08526611328125,0.0,238.50787353515625,85.18110656738281,0.005416691768914461,2853.0,0.0,-0.18379266560077667,0.0,1286.0,2.2234790325164795,302.0213928222656
2.979255437850952,284.12939453125,0.0,238.0701446533203,85.3381118774414,0.005403139628469944,5444.0,0.0,-0.36640533804893494,0.0,1288.0,1.7380512952804565,301.995361328125
2.977663516998291,284.1681213378906,0.0,237.62799072265625,85.4873275756836,0.005389266647398472,5444.0,0.0,-0.47415775060653687,0.0,1288.0,1.738051176071167,301.9678039550781
2.9760658740997314,284.20013427734375,0.0,237.1881866455078,85.62594604492188,0.005375202279537916,5445.0,0.0,-0.44252535700798035,0.0,1283.0,1.738051176071167,301.9386901855469
2.9744997024536133,284.2242736816406,0.0,236.7574920654297,85.75115203857422,0.005361075513064861,2865.0,0.0,-0.24633434414863586,0.0,1289.0,5.375450134277344,301.9079284667969
2.9730026721954346,284.23931884765625,0.0,236.34263610839844,85.86012268066406,0.005347015801817179,3481.0,0.0,0.04374466836452484,0.0,1290.0,10.525491714477539,301.87542724609375
