FireMask,tmmn,pr,tmmx,sph,erc,elevation,vs,th,NDVI,pdsi,population,PrevFireMask
0.0,287.82440185546875,0.0,304.3288269042969,0.0059605371206998825,82.22986602783203,862.0,3.090425729751587,293.5636901855469,3258.0,-3.022726535797119,0.0,0.0
0.0,287.8242492675781,0.0,304.2833557128906,0.005950325168669224,82.26810455322266,842.0,3.0932343006134033,293.5938415527344,3135.0,-2.977613925933838,0.0,0.0
0.0,287.8216247558594,0.0,304.25537109375,0.005944886244833469,82.27569580078125,828.0,3.0966522693634033,293.6375732421875,3135.0,-2.893301248550415,0.06784741580486298,0.0
0.0,287.8167419433594,0.0,304.2430725097656,0.005943744909018278,82.25553894042969,837.0,3.1006381511688232,293.69415283203125,2885.0,-2.7478995323181152,0.1877623051404953,0.0
0.0,287.8097839355469,0.0,304.24493408203125,0.00594643410295248,82.21070098876953,857.0,3.105149507522583,293.7625427246094,3326.0,-2.5720577239990234,0.1898026317358017,0.0
0.0,287.8008728027344,0.0,304.25933837890625,0.005952485837042332,82.14427185058594,873.0,3.1101441383361816,293.84173583984375,3326.0,-2.4061663150787354,0.1596999168395996,0.0
0.0,287.79022216796875,0.0,304.28472900390625,0.005961432587355375,82.05931854248047,863.0,3.115579605102539,293.9306945800781,3080.0,-2.290616273880005,0.02973940595984459,0.0
0.0,287.7779846191406,0.0,304.3195495605469,0.005972807761281729,81.95892333984375,815.0,3.1214137077331543,294.02838134765625,3217.0,-2.2558271884918213,0.0,0.0
0.0,287.7643737792969,0.0,304.3622131347656,0.0059861429035663605,81.84616088867188,720.0,3.1276040077209473,294.1337890625,2107.0,-2.2825539112091064,0.0,0.0
0.0,287.74951171875,0.0,304.4111328125,0.0060009704902768135,81.72410583496094,579.0,3.134108543395996,294.24591064453125,2107.0,-2.3411357402801514,0.0,0.0
0.0,287.733642578125,0.0,304.46478271484375,0.0060168239288032055,81.59584045410156,423.0,3.1408846378326416,294.3636779785156,2210.0,-2.402249574661255,0.0,0.0
0.0,287.71685791015625,0.0,304.5215759277344,0.006033234763890505,81.46444702148438,300.0,3.147890329360962,294.4860534667969,-80.0,-2.4368953704833984,0.0,0.0
0.0,287.69940185546875,0.0,304.5799560546875,0.006049735937267542,81.3329849243164,300.0,3.155083179473877,294.612060546875,-80.0,-2.449481725692749,0.0,0.0
0.0,287.681396484375,0.0,304.6383056640625,0.00606585992500186,81.20454406738281,304.0,3.1624209880828857,294.7406311035156,1277.0,-2.4544665813446045,0.0,0.0
0.0,287.66302490234375,0.0,304.6950988769531,0.006081139203161001,81.08219909667969,315.0,3.169861316680908,294.8707580566406,2292.0,-2.452620267868042,0.0,0.0
0.0,287.6445007324219,0.0,304.7487487792969,0.006095106713473797,80.96903228759766,350.0,3.1773619651794434,295.00140380859375,3164.0,-2.444711923599243,0.0,0.0
0.0,287.6259765625,0.0,304.7976989746094,0.006107294000685215,80.86811065673828,428.0,3.1848807334899902,295.1315612792969,3164.0,-2.430011510848999,0.0,0.0
0.0,287.6076354980469,0.0,304.8403625488281,0.006117234472185373,80.78251647949219,522.0,3.1923751831054688,295.2601623535156,2854.0,-2.4023680686950684,0.0,0.0
0.0,287.589599609375,0.0,304.87518310546875,0.00612445967271924,80.71533203125,622.0,3.199803113937378,295.3861999511719,3024.0,-2.3680968284606934,0.0,0.0
0.0,287.5721130371094,0.0,304.90057373046875,0.006128503475338221,80.66962432861328,725.0,3.207122325897217,295.5086669921875,3024.0,-2.3355979919433594,0.0,0.0
0.0,287.5552978515625,0.0,304.9150085449219,0.006128896959125996,80.64847564697266,779.0,3.2142903804779053,295.62652587890625,3310.0,-2.31327223777771,0.0,0.0
0.0,287.5396423339844,0.0,304.9200439453125,0.006126302760094404,80.64892578125,803.0,3.2214572429656982,295.7413635253906,3614.0,-2.305706739425659,0.0,0.0
0.0,287.5255432128906,0.0,304.92205810546875,0.006122948136180639,80.65902709960938,829.0,3.2289984226226807,295.8584289550781,3676.0,-2.307694435119629,0.0,0.0
0.0,287.5127868652344,0.0,304.92132568359375,0.006118845194578171,80.67809295654297,754.0,3.2368764877319336,295.9776611328125,3676.0,-2.315504550933838,0.017785072326660156,0.0
0.0,287.5010070800781,0.0,304.91790771484375,0.006113921757787466,80.70588684082031,740.0,3.2450385093688965,296.0987854003906,3718.0,-2.325488805770874,0.05078674107789993,0.0
0.0,287.4898681640625,0.0,304.911865234375,0.006108105182647705,80.74215698242188,771.0,3.253432035446167,296.22161865234375,4706.0,-2.3341257572174072,0.10916564613580704,0.0
0.0,287.4790954589844,0.0,304.9032897949219,0.0061013223603367805,80.78667449951172,812.0,3.2620041370391846,296.34588623046875,4847.0,-2.3426272869110107,0.17421501874923706,0.0
0.0,287.4683532714844,0.0,304.8922119140625,0.00609350111335516,80.83920288085938,906.0,3.270702362060547,296.47137451171875,4847.0,-2.352428436279297,0.18298566341400146,0.0
0.0,287.45733642578125,0.0,304.87872314453125,0.006084568798542023,80.89949798583984,951.0,3.2794735431671143,296.5977783203125,3597.0,-2.3634274005889893,0.17959049344062805,0.0
0.0,287.4456787109375,0.0,304.86285400390625,0.006074452772736549,80.96732330322266,838.0,3.2882654666900635,296.72491455078125,3886.0,-2.375523090362549,0.0,0.0
0.0,287.43310546875,0.0,304.84466552734375,0.006063079461455345,81.04244232177734,828.0,3.297024965286255,296.8525085449219,3886.0,-2.3888158798217773,0.0,0.0
0.0,287.4192810058594,0.0,304.8242492675781,0.006050377618521452,81.1246109008789,897.0,3.305699586868286,296.9803466796875,4463.0,-2.403860330581665,0.0,0.0
0.0,287.40386962890625,0.0,304.8016662597656,0.006036273669451475,81.21359252929688,925.0,3.314236879348755,297.108154296875,5582.0,-2.4199962615966797,0.0,0.0
0.0,287.3865661621094,0.0,304.7769470214844,0.006020694971084595,81.30914306640625,938.0,3.3225834369659424,297.2357177734375,6068.0,-2.4364240169525146,0.0,0.0
0.0,287.3670654296875,0.0,304.75018310546875,0.006003568880259991,81.4110336303711,959.0,3.3306870460510254,297.3627624511719,6068.0,-2.452343463897705,0.0,0.0
0.0,287.34503173828125,0.0,304.7214050292969,0.00598482321947813,81.5190200805664,1011.0,3.3384950160980225,297.48907470703125,7090.0,-2.464601993560791,0.0,0.0
0.0,287.3201599121094,0.0,304.69073486328125,0.005964384879916906,81.63286590576172,1038.0,3.345954418182373,297.6143798828125,7603.0,-2.473278522491455,0.0,0.0
0.0,287.2921142578125,0.0,304.6581726074219,0.005942181218415499,81.75232696533203,1091.0,3.3530125617980957,297.7384948730469,7603.0,-2.48397159576416,0.0,0.0
0.0,287.2605895996094,0.0,304.6238098144531,0.0059181395918130875,81.87716674804688,1171.0,3.359616756439209,297.8611145019531,6799.0,-2.502298593521118,0.0,0.0
0.0,287.2252502441406,0.0,304.5876770019531,0.0058921873569488525,82.00714874267578,1030.0,3.3657143115997314,297.9820251464844,6538.0,-2.535168409347534,0.0,0.0
0.0,287.1857604980469,0.0,304.5498962402344,0.005864251870661974,82.14203643798828,1141.0,3.3712525367736816,298.1009521484375,6281.0,-2.600701332092285,0.0,0.0
0.0,287.1402893066406,0.0,304.50897216796875,0.005832945462316275,82.28922271728516,1252.0,3.3762423992156982,298.22027587890625,6281.0,-2.6818647384643555,0.0,0.0
0.0,287.0859069824219,0.0,304.4619140625,0.005795738659799099,82.46349334716797,1216.0,3.380812644958496,298.3448791503906,6693.0,-2.751075029373169,0.0,0.0
0.0,287.0235290527344,0.0,304.4093933105469,0.005753272213041782,82.66180419921875,1157.0,3.3849918842315674,298.4739685058594,6767.0,-2.780747413635254,0.0,0.0
0.0,286.9543762207031,0.0,304.35205078125,0.005706298165023327,82.8805160522461,1189.0,3.3888044357299805,298.6064453125,6767.0,-2.7450616359710693,0.0,0.0
0.0,287.4864807128906,0.0,306.7928771972656,0.006572159007191658,78.72821807861328,680.0,3.114365577697754,294.4420166015625,3249.0,-2.265012264251709,0.10550130158662796,0.0
0.0,287.50177001953125,0.0,306.75537109375,0.006551309488713741,78.91114807128906,633.0,3.112504482269287,294.280029296875,2832.0,-2.321002960205078,0.0,0.0
0.0,287.5188903808594,0.0,306.6908264160156,0.006526503711938858,79.1037826538086,577.0,3.1105477809906006,294.13421630859375,2832.0,-2.372404098510742,0.0,0.0
0.0,287.53753662109375,0.0,306.6022033691406,0.006498244591057301,79.30421447753906,582.0,3.1085355281829834,294.0039367675781,2767.0,-2.4121477603912354,0.06809256970882416,0.0
0.0,287.55743408203125,0.0,306.49249267578125,0.006467035505920649,79.51052856445312,577.0,3.1065073013305664,293.888427734375,2707.0,-2.4449045658111572,0.12810584902763367,0.0
0.0,287.57830810546875,0.0,306.3646545410156,0.006433378905057907,79.72080993652344,541.0,3.1045031547546387,293.7870788574219,2707.0,-2.4811646938323975,0.939391016960144,0.0
0.0,287.59979248046875,0.0,306.2217102050781,0.006397778168320656,79.93314361572266,614.0,3.102562665939331,293.6990966796875,2509.0,-2.531424045562744,1.0390297174453735,0.0
0.0,287.62164306640625,0.0,306.06658935546875,0.0063607352785766125,80.14562225341797,645.0,3.1007261276245117,293.62384033203125,1798.0,-2.607269763946533,1.0390297174453735,0.0
0.0,287.6435241699219,0.0,305.90228271484375,0.006322753615677357,80.35633087158203,676.0,3.0990328788757324,293.56060791015625,2189.0,-2.7243757247924805,1.039029598236084,0.0
0.0,287.6651916503906,0.0,305.7317810058594,0.006284336093813181,80.5633544921875,763.0,3.0975229740142822,293.5086975097656,2189.0,-2.863473892211914,1.0390297174453735,0.0
0.0,287.6863098144531,0.0,305.55804443359375,0.00624598516151309,80.76478576660156,812.0,3.09623646736145,293.4674072265625,3456.0,-2.996931314468384,1.1732220649719238,0.0
0.0,287.70660400390625,0.0,305.3840637207031,0.006208204198628664,80.95869445800781,833.0,3.095212936401367,293.4360046386719,3466.0,-3.0971150398254395,2.6442999839782715,0.0
0.0,287.7257385253906,0.0,305.21282958984375,0.006171495653688908,81.1431884765625,849.0,3.094492197036743,293.4138488769531,3466.0,-3.1434226036071777,2.6016104221343994,0.0
0.0,287.74346923828125,0.0,305.04730224609375,0.006136362440884113,81.31634521484375,826.0,3.094114303588867,293.40020751953125,2450.0,-3.1497793197631836,1.698774814605713,0.0
0.0,287.75946044921875,0.0,304.89044189453125,0.0061033074744045734,81.47624206542969,805.0,3.094119071960449,293.3944091796875,2695.0,-3.1306216716766357,1.1837022304534912,0.0
0.0,287.7734375,0.0,304.7452392578125,0.00607283366844058,81.62098693847656,820.0,3.094546318054199,293.3957214355469,2860.0,-3.0994582176208496,1.1577610969543457,0.0
0.0,287.78509521484375,0.0,304.61468505859375,0.0060454439371824265,81.74864196777344,831.0,3.095435857772827,293.4034729003906,2860.0,-3.069793224334717,0.1484529972076416,0.0
0.0,287.79412841796875,0.0,304.50177001953125,0.006021640729159117,81.85731506347656,849.0,3.096827507019043,293.41693115234375,2744.0,-3.0475993156433105,0.11310772597789764,0.0
0.0,287.8002624511719,0.0,304.409423828125,0.006001927424222231,81.94508361816406,855.0,3.0987613201141357,293.4354553222656,2829.0,-3.0239367485046387,0.08006541430950165,0.0
0.0,287.8031921386719,0.0,304.3406677246094,0.005986806936562061,82.01004028320312,841.0,3.1012768745422363,293.4582824707031,3524.0,-2.989283800125122,0.0,0.0
0.0,287.8028259277344,0.0,304.29498291015625,0.005976555403321981,82.04862213134766,851.0,3.1044137477874756,293.48834228515625,3524.0,-2.9341180324554443,0.0,0.0
0.0,287.7997131347656,0.0,304.2654724121094,0.005970685742795467,82.05785369873047,861.0,3.1081676483154297,293.5326232910156,3223.0,-2.84563946723938,0.0,0.0
0.0,287.7940673828125,0.0,304.25042724609375,0.005968760699033737,82.04047393798828,869.0,3.1124961376190186,293.59027099609375,3169.0,-2.6998050212860107,0.062392570078372955,0.0
0.0,287.7860412597656,0.0,304.24835205078125,0.00597035139799118,81.99940490722656,881.0,3.117356538772583,293.6602478027344,3169.0,-2.5267834663391113,0.10905511677265167,0.0
0.0,287.77587890625,0.0,304.2578430175781,0.005975030362606049,81.93754577636719,871.0,3.1227054595947266,293.7414855957031,3445.0,-2.3674213886260986,0.009795237332582474,0.0
0.0,287.76373291015625,0.0,304.2774353027344,0.005982369650155306,81.85780334472656,829.0,3.128499984741211,293.8328857421875,3550.0,-2.2625651359558105,0.0,0.0
0.0,287.7498474121094,0.0,304.3056640625,0.005991940852254629,81.76309204101562,725.0,3.134697675704956,293.9333801269531,2544.0,-2.245300531387329,0.0,0.0
0.0,287.734375,0.0,304.3410949707031,0.00600331649184227,81.65631103515625,581.0,3.1412549018859863,294.0418701171875,2544.0,-2.2984731197357178,0.0,0.0
0.0,287.7174987792969,0.0,304.3822326660156,0.006016068160533905,81.54039001464844,453.0,3.1481292247772217,294.1573181152344,2209.0,-2.3861329555511475,0.0,0.0
0.0,287.6994934082031,0.0,304.42767333984375,0.006029768846929073,81.41822052001953,328.0,3.1552774906158447,294.27862548828125,268.0,-2.4723730087280273,0.0,0.0
0.0,287.68048095703125,0.0,304.4759216308594,0.006043989211320877,81.29271697998047,295.0,3.162656784057617,294.40472412109375,268.0,-2.5216381549835205,0.0,0.0
0.0,287.6606750488281,0.0,304.5255126953125,0.006058302707970142,81.16678619384766,333.0,3.170224189758301,294.5345153808594,1184.0,-2.5363943576812744,0.0,0.0
0.0,287.6402893066406,0.0,304.5750427246094,0.0060722799971699715,81.0433349609375,310.0,3.177936553955078,294.66693115234375,2783.0,-2.5355429649353027,0.0,0.0
0.0,287.6195068359375,0.0,304.623046875,0.0060854945331811905,80.92528533935547,348.0,3.18575119972229,294.8008728027344,3194.0,-2.5241987705230713,0.0,0.0
0.0,287.5985107421875,0.0,304.66802978515625,0.006097516976296902,80.81553649902344,469.0,3.1936252117156982,294.9353332519531,3194.0,-2.507476329803467,0.0,0.0
0.0,287.5775451660156,0.0,304.70855712890625,0.006107920780777931,80.71699523925781,620.0,3.2015151977539062,295.06915283203125,3282.0,-2.488187074661255,0.0,0.0
0.0,287.5567321777344,0.0,304.7431945800781,0.006116277072578669,80.63257598876953,745.0,3.209378719329834,295.2012939453125,3251.0,-2.4576098918914795,0.0,0.0
0.0,287.5363464355469,0.0,304.7704772949219,0.006122157908976078,80.565185546875,835.0,3.217172622680664,295.3306884765625,3251.0,-2.420991897583008,0.0,0.0
0.0,287.5165100097656,0.0,304.7889404296875,0.006125135812908411,80.51773071289062,905.0,3.224853992462158,295.45623779296875,3490.0,-2.3863887786865234,0.0,0.0
0.0,287.49749755859375,0.0,304.7971496582031,0.0061247823759913445,80.49312591552734,873.0,3.232379674911499,295.57684326171875,3944.0,-2.3618569374084473,0.0,0.0
0.0,287.47955322265625,0.0,304.79644775390625,0.006121740210801363,80.4881820678711,850.0,3.239914655685425,295.6934814453125,3391.0,-2.351792097091675,0.0,0.0
0.0,287.4629211425781,0.0,304.79248046875,0.006118118297308683,80.4908447265625,856.0,3.2478647232055664,295.81005859375,3391.0,-2.351199150085449,0.0,0.0
0.0,287.44732666015625,0.0,304.78558349609375,0.006113912910223007,80.50064086914062,838.0,3.2561862468719482,295.9269104003906,3756.0,-2.3565070629119873,0.0,0.0
0.0,287.4324951171875,0.0,304.7758483886719,0.00610903836786747,80.51753234863281,822.0,3.2648191452026367,296.04412841796875,5519.0,-2.364224433898926,0.0,0.0
0.0,287.4181823730469,0.0,304.763427734375,0.006103409919887781,80.54149627685547,795.0,3.2737033367156982,296.161865234375,5519.0,-2.371065378189087,0.0,0.0
0.0,287.4040832519531,0.0,304.7484130859375,0.006096942815929651,80.57251739501953,796.0,3.2827792167663574,296.2803039550781,5388.0,-2.380204200744629,0.03023381717503071,0.0
0.0,287.38995361328125,0.0,304.7309875488281,0.006089550908654928,80.61055755615234,829.0,3.2919867038726807,296.3995666503906,4840.0,-2.391847848892212,0.15217582881450653,0.0
0.0,287.3755187988281,0.0,304.711181640625,0.006081149447709322,80.65558624267578,925.0,3.3012657165527344,296.5198059082031,5117.0,-2.403168201446533,0.17992164194583893,0.0
0.0,287.3604736328125,0.0,304.689208984375,0.006071653217077255,80.70759582519531,982.0,3.310556411743164,296.64117431640625,5117.0,-2.41133713722229,0.0,0.0
0.0,287.3445739746094,0.0,304.6651306152344,0.006060977000743151,80.76654815673828,1013.0,3.319798707962036,296.7637634277344,5597.0,-2.4133033752441406,0.0,0.0
0.0,287.3275146484375,0.0,304.6390686035156,0.006049035582691431,80.8324203491211,1010.0,3.328932762145996,296.8877868652344,6757.0,-2.408252716064453,0.0,0.0
0.0,287.30908203125,0.0,304.6112060546875,0.006035743746906519,80.90518188476562,1010.0,3.3378987312316895,297.0133361816406,6757.0,-2.4004626274108887,0.0,0.0
0.0,287.2889404296875,0.0,304.58160400390625,0.006021016743034124,80.98480987548828,1054.0,3.3466362953186035,297.1405944824219,7812.0,-2.3945746421813965,0.0,0.0
0.0,287.266845703125,0.0,304.5504150390625,0.006004768889397383,81.07128143310547,1091.0,3.355085611343384,297.26971435546875,7929.0,-2.395231008529663,0.0,0.0
0.0,287.2425231933594,0.0,304.5177307128906,0.005986915435642004,81.16456604003906,1125.0,3.363186836242676,297.4007873535156,7431.0,-2.4001169204711914,0.0,0.0
0.0,287.2157287597656,0.0,304.48370361328125,0.005967370234429836,81.26464080810547,1129.0,3.370879888534546,297.5339660644531,7431.0,-2.4056196212768555,0.0,0.0
0.0,287.1861267089844,0.0,304.4484558105469,0.005946049466729164,81.37147521972656,1111.0,3.3781049251556396,297.6694641113281,5737.0,-2.417794942855835,0.0,0.0
0.0,287.15350341796875,0.0,304.412109375,0.005922866985201836,81.48505401611328,1092.0,3.3848018646240234,297.8073425292969,4191.0,-2.4427430629730225,0.0,0.0
0.0,287.1175231933594,0.0,304.3747863769531,0.0058977375738322735,81.60533142089844,1015.0,3.3909108638763428,297.9477844238281,6816.0,-2.4882495403289795,0.0,0.0
0.0,287.0779724121094,0.0,304.3365783691406,0.005870576482266188,81.7322998046875,1129.0,3.396371841430664,298.0909423828125,6816.0,-2.5774924755096436,0.0,0.0
0.0,287.0331115722656,0.0,304.29620361328125,0.005840044468641281,81.87321472167969,1201.0,3.401182174682617,298.2403869628906,7705.0,-2.689394474029541,0.0,0.0
0.0,286.9800720214844,0.0,304.2508239746094,0.005803730338811874,82.0421142578125,1177.0,3.4054574966430664,298.40277099609375,7498.0,-2.789309024810791,0.0,0.0
0.0,286.91986083984375,0.0,304.200927734375,0.005762261804193258,82.23590850830078,1138.0,3.4092376232147217,298.576416015625,7498.0,-2.8425893783569336,0.0,0.0
0.0,286.85345458984375,0.0,304.1471252441406,0.005716374143958092,82.4509048461914,1224.0,3.41255784034729,298.7594299316406,7415.0,-2.8183250427246094,0.0,0.0
0.0,287.4318542480469,0.0,306.6456298828125,0.006564998999238014,78.54927062988281,604.0,3.1197011470794678,294.405029296875,3443.0,-2.2440319061279297,0.00026385881938040257,0.0
0.0,287.4495544433594,0.0,306.6169128417969,0.006546440534293652,78.7272720336914,584.0,3.118168592453003,294.2502136230469,3443.0,-2.301640748977661,0.0026543964631855488,0.0
0.0,287.4690856933594,0.0,306.56207275390625,0.006524085532873869,78.91460418701172,596.0,3.116544008255005,294.1090087890625,3333.0,-2.3533551692962646,0.014732284471392632,0.0
0.0,287.49017333984375,0.0,306.48394775390625,0.006498405709862709,79.10942077636719,655.0,3.1148672103881836,293.9809265136719,2474.0,-2.391570568084717,0.08091101050376892,0.0
0.0,287.512451171875,0.0,306.38531494140625,0.006469871383160353,79.30988311767578,641.0,3.113178014755249,293.8655700683594,2474.0,-2.421912431716919,0.08091101795434952,0.0
0.0,287.5356750488281,0.0,306.26904296875,0.006438953801989555,79.51415252685547,569.0,3.111515998840332,293.7624816894531,1297.0,-2.4554097652435303,0.3510515093803406,0.0
0.0,287.5594787597656,0.0,306.137939453125,0.00640612468123436,79.72039794921875,563.0,3.109921455383301,293.67120361328125,2011.0,-2.5030951499938965,0.9795684814453125,0.0
0.0,287.5835266113281,0.0,305.99481201171875,0.006371854804456234,79.92677307128906,611.0,3.108433961868286,293.59130859375,3155.0,-2.5769832134246826,1.0390297174453735,0.0
0.0,287.6075744628906,0.0,305.8424987792969,0.0063366154208779335,80.1314468383789,728.0,3.107093572616577,293.5223083496094,3155.0,-2.691789388656616,1.039029836654663,0.0
0.0,287.6312561035156,0.0,305.6838073730469,0.0063008773140609264,80.33257293701172,821.0,3.105940103530884,293.46380615234375,3115.0,-2.8286292552948,1.039029598236084,0.0
0.0,287.6542663574219,0.0,305.5215759277344,0.0062651121988892555,80.52831268310547,861.0,3.105013132095337,293.41534423828125,2395.0,-2.9608232975006104,1.039029836654663,0.0
0.0,287.6763000488281,0.0,305.358642578125,0.006229790858924389,80.71684265136719,873.0,3.1043529510498047,293.3764953613281,2395.0,-3.0616915225982666,1.089401125907898,0.0
0.0,287.697021484375,0.0,305.19781494140625,0.006195384543389082,80.89630126953125,866.0,3.103998899459839,293.3467712402344,1525.0,-3.1124541759490967,2.8106398582458496,0.0
0.0,287.7161560058594,0.0,305.04193115234375,0.006162364035844803,81.06487274169922,839.0,3.1039912700653076,293.32574462890625,2372.0,-3.128361463546753,2.89743709564209,0.0
0.0,287.73333740234375,0.0,304.8937683105469,0.006131201051175594,81.220703125,814.0,3.104369878768921,293.3129577636719,2975.0,-3.1199638843536377,2.888690233230591,0.0
0.0,287.748291015625,0.0,304.7561950683594,0.0061023663729429245,81.3619613647461,795.0,3.1051745414733887,293.3080139160156,2975.0,-3.0965864658355713,2.896685838699341,0.0
0.0,287.76068115234375,0.0,304.6320495605469,0.006076331250369549,81.48680877685547,851.0,3.106444835662842,293.3104248046875,2952.0,-3.0675463676452637,0.5683144330978394,0.0
0.0,287.7701721191406,0.0,304.5240783691406,0.006053566932678223,81.5934066772461,861.0,3.1082210540771484,293.31976318359375,1989.0,-3.033945083618164,0.5683144330978394,0.0
0.0,287.7764892578125,0.0,304.4351806640625,0.006034544203430414,81.6799087524414,866.0,3.1105425357818604,293.3355712890625,1989.0,-2.9902217388153076,0.30495506525039673,0.0
0.0,287.7793273925781,0.0,304.3681640625,0.006019734311848879,81.74449157714844,857.0,3.113449811935425,293.357421875,3306.0,-2.9345250129699707,0.0,0.0
0.0,287.778564453125,0.0,304.3224182128906,0.006009350996464491,81.783935546875,856.0,3.116982936859131,293.38800048828125,3684.0,-2.865004301071167,0.0,0.0
0.0,287.7746887207031,0.0,304.2911071777344,0.0060028494335711,81.79578399658203,872.0,3.121140480041504,293.4334411621094,3294.0,-2.77624249458313,0.0,0.0
0.0,287.7679748535156,0.0,304.27264404296875,0.005999838933348656,81.78258514404297,885.0,3.1258790493011475,293.4928894042969,3294.0,-2.6445558071136475,0.0,0.0
0.0,287.75860595703125,0.0,304.2657775878906,0.005999941378831863,81.74702453613281,836.0,3.131155252456665,293.565185546875,3997.0,-2.4937903881073,0.0,0.0
0.0,287.746826171875,0.0,304.2691345214844,0.006002780050039291,81.6917953491211,837.0,3.136925458908081,293.64923095703125,3692.0,-2.3582749366760254,0.0,0.0
0.0,287.73284912109375,0.0,304.281494140625,0.006007977295666933,81.61957550048828,804.0,3.14314603805542,293.74383544921875,2911.0,-2.272338390350342,0.0,0.0
0.0,287.7168884277344,0.0,304.30145263671875,0.006015154533088207,81.53306579589844,567.0,3.149773597717285,293.8479309082031,2911.0,-2.265709400177002,0.0,0.0
0.0,287.69915771484375,0.0,304.3277893066406,0.006023935507982969,81.43495178222656,485.0,3.1567647457122803,293.9603271484375,1843.0,-2.325881004333496,0.0,0.0
0.0,287.6799011230469,0.0,304.359130859375,0.006033942103385925,81.32792663574219,319.0,3.1640753746032715,294.0799255371094,-329.0,-2.4177112579345703,0.0,0.0
0.0,287.6593017578125,0.0,304.39422607421875,0.006044796667993069,81.21466827392578,295.0,3.1716620922088623,294.2055969238281,-329.0,-2.505847215652466,0.0,0.0
0.0,287.6376037597656,0.0,304.4317321777344,0.00605612201616168,81.09786987304688,299.0,3.1794815063476562,294.336181640625,1197.0,-2.555258274078369,0.0,0.0
0.0,287.6150207519531,0.0,304.4703369140625,0.006067540030926466,80.98021697998047,317.0,3.1874899864196777,294.4705505371094,3270.0,-2.566819667816162,0.0,0.0
0.0,287.5917663574219,0.0,304.5087585449219,0.006078673992305994,80.86441040039062,340.0,3.195643901824951,294.60760498046875,3060.0,-2.5597753524780273,0.0,0.0
